session_date,log_ridge_harq__AAPL,log_ridge_harq__AMZN,log_ridge_harq__META,log_ridge_harq__MSFT,log_ridge_harq__NVDA,log_ridge_harq__TSLA,lightgbm_qlike__AAPL,lightgbm_qlike__AMZN,lightgbm_qlike__META,lightgbm_qlike__MSFT,lightgbm_qlike__NVDA,lightgbm_qlike__TSLA
2024-10-28,-0.000581,0.008097,0.018211,0.016815,0.003755,0.003140,-0.017155,-0.028427,-0.029943,0.007455,0.009157,0.006960
2024-10-29,0.009303,0.007294,0.019146,0.015326,0.003007,0.006931,-0.032482,-0.026348,-0.033824,-0.002226,0.006649,0.006202
2024-10-30,0.010901,0.013705,0.031263,-0.006176,0.006491,0.016907,-0.041232,-0.031131,-0.037205,0.022394,0.013143,-0.011937
2024-10-31,0.014220,0.022118,0.033653,-0.006921,0.012336,0.021999,-0.046725,-0.016133,-0.037299,0.035449,0.017713,-0.010570
2024-11-01,0.013091,0.015188,0.027462,-0.011184,0.012876,0.017943,-0.051303,0.006828,-0.046369,0.035151,0.019976,0.007534
2024-11-04,0.017584,0.022611,0.035703,-0.011223,0.011053,0.016045,-0.062078,0.020825,-0.041599,0.038066,0.022482,0.000687
2024-11-05,0.019542,0.024385,0.034342,-0.007810,0.013181,0.015925,-0.043693,0.005318,-0.032486,0.038912,0.046989,-0.009870
2024-11-06,0.016645,0.015134,0.035937,-0.008448,0.018191,0.020950,-0.032963,0.011627,-0.035133,0.050181,0.045235,-0.014433
2024-11-07,0.007719,0.018551,0.033938,-0.004882,0.025008,0.018919,-0.043407,0.017599,-0.035867,0.056112,0.038402,-0.017149
2024-11-08,0.016258,0.020119,0.030714,-0.006494,0.019395,0.081039,-0.044115,0.005670,-0.026484,0.068298,0.034846,-0.008559
2024-11-11,0.018345,0.019407,0.036116,0.003163,0.019014,0.063386,-0.056041,0.006497,-0.029479,0.067680,0.041288,-0.058546
2024-11-12,0.013529,0.034447,0.039532,-0.002658,0.027222,0.068808,-0.061821,0.022297,-0.014506,0.085349,0.036157,-0.082733
2024-11-13,0.019027,0.039991,0.041078,0.000513,0.019578,0.070853,-0.062818,0.032796,-0.017289,0.079172,0.031867,-0.107896
2024-11-14,0.060027,0.032946,0.044007,0.383102,0.011419,0.050600,-0.031922,0.032989,-0.025225,0.155574,0.028935,-0.116760
2024-11-15,0.072365,-0.009233,0.042811,0.380593,0.024321,0.045683,-0.033519,0.019041,-0.025315,0.155693,0.040490,-0.101140
2024-11-18,0.071418,-0.010065,0.041256,0.376984,0.023574,0.042343,-0.032509,0.015350,-0.027470,0.156716,0.046216,-0.090892
2024-11-19,0.071210,-0.020766,0.042596,0.381327,0.015724,0.049866,-0.031552,0.016924,-0.025327,0.147307,0.051293,-0.088929
2024-11-20,0.072088,-0.014565,0.032241,0.381491,0.017201,0.055880,-0.028113,0.025100,-0.043729,0.133700,0.058919,-0.072589
2024-11-21,0.067925,-0.033401,0.042887,0.381074,0.020460,0.057333,-0.018165,0.018668,-0.038059,0.146490,0.073382,-0.072622
2024-11-22,0.054867,-0.031515,0.046537,0.382892,-0.006240,0.051743,-0.023074,0.022805,-0.040661,0.145615,0.061071,-0.066321
2024-11-25,0.056269,-0.026584,0.039978,0.387837,0.002945,0.031440,-0.030685,0.028585,-0.036289,0.150272,0.058955,-0.057428
2024-11-26,0.050420,-0.018807,0.029927,0.386608,0.003385,0.043290,-0.033145,0.032625,-0.037689,0.136837,0.056555,-0.060919
2024-11-27,0.050716,-0.020724,0.025297,0.390087,-0.001496,0.056755,-0.032877,0.030730,-0.037125,0.134379,0.050373,-0.049688
2024-11-29,0.049031,-0.028248,0.017258,0.387085,0.007820,0.065570,-0.019011,0.032684,-0.033723,0.144939,0.039888,-0.052093
2024-12-02,0.046152,-0.020259,0.012085,0.369613,0.013194,0.060283,-0.014640,0.039608,-0.035093,0.149866,0.044804,-0.055804
2024-12-03,0.039467,-0.019780,0.017430,0.301079,0.014946,0.061907,-0.035449,0.041832,-0.029770,0.164775,0.044494,-0.056966
2024-12-04,0.035153,-0.012646,0.019513,0.293520,0.006965,0.059226,-0.066676,0.032282,-0.026884,0.187610,0.033681,-0.072762
2024-12-05,0.009870,-0.011110,0.022623,0.308401,-0.012781,0.070362,-0.023520,0.034904,-0.020949,0.196878,0.036497,-0.087697
2024-12-06,0.019803,-0.007642,0.038781,0.304651,-0.008904,0.082992,-0.013716,0.040782,-0.025885,0.209265,0.032836,-0.074988
2024-12-09,0.049127,-0.000524,0.041704,0.310345,-0.009099,0.081763,0.107371,0.026744,-0.026413,0.203415,0.031434,-0.071058
2024-12-10,0.048537,0.011679,0.047096,0.299419,-0.002981,0.082416,0.155481,0.033385,-0.012326,0.243314,0.047267,-0.047109
2024-12-11,0.035918,0.035211,0.058774,0.317455,-0.000756,0.123911,0.148747,0.037495,-0.005728,0.292768,0.045384,-0.066160
2024-12-12,0.024282,0.016165,0.056801,0.317991,0.001951,0.130591,0.192613,0.025774,-0.006622,0.308289,0.048039,-0.063565
2024-12-13,0.021370,0.015032,0.046085,0.323987,0.019358,0.136016,0.201382,0.015976,-0.019094,0.304595,0.080441,-0.028164
2024-12-16,0.018147,0.015069,0.042853,0.324416,0.011059,0.132799,0.178760,0.018680,-0.018227,0.311711,0.083054,-0.020719
2024-12-17,0.014021,0.021926,0.049019,0.325438,0.007939,0.128307,0.183472,0.020822,-0.014618,0.304524,0.088776,-0.010988
2024-12-18,0.037033,0.010071,0.049404,0.306720,0.021425,0.198158,0.222776,0.011096,-0.038551,0.314142,0.080977,0.139165
2024-12-19,0.045106,0.013460,0.043444,0.303898,0.024616,0.212446,0.224751,0.000367,-0.042618,0.310379,0.070015,0.147161
2024-12-20,0.039092,0.016602,0.042298,0.303196,0.026042,0.223266,0.230007,-0.001457,-0.045415,0.312216,0.065519,0.165652
2024-12-23,0.030482,0.017205,0.047604,0.307740,0.034995,0.224442,0.230859,-0.002054,-0.027813,0.308430,0.080404,0.162752
2024-12-24,0.014160,0.020739,0.046514,0.307185,0.049209,0.227253,0.218228,0.030684,-0.032540,0.308290,0.116303,0.156974
2024-12-26,0.002110,0.018917,0.044424,0.306956,0.046564,0.215648,0.199554,0.037258,-0.001993,0.312948,0.123841,0.156327
2024-12-27,0.001753,0.022622,0.038720,0.293077,0.049892,0.213529,0.211015,0.035844,-0.005423,0.308265,0.120026,0.150147
2024-12-30,0.001935,0.038588,0.039360,0.291583,0.057693,0.213453,0.213899,0.041164,0.006832,0.312061,0.118904,0.156466
2024-12-31,-0.004525,0.032007,0.044762,0.281562,0.066099,0.213054,0.207630,0.039981,0.044767,0.315484,0.113613,0.168899
2025-01-02,-0.009241,0.011010,0.032993,0.277142,0.059395,0.211123,0.218716,0.031960,0.066861,0.335681,0.106850,0.165286
2025-01-03,-0.007117,0.006839,0.038652,0.275190,0.059842,0.210879,0.216564,0.033474,0.071437,0.337816,0.101660,0.169253
2025-01-06,-0.008307,0.009461,0.040102,0.274899,0.041969,0.206219,0.211237,0.038404,0.074544,0.335502,0.091960,0.168099
2025-01-07,-0.001683,0.003737,0.033600,0.282381,0.028839,0.199138,0.213956,0.038188,0.070217,0.335519,0.094719,0.171804
2025-01-08,-0.008191,-0.005227,0.025407,0.280881,0.039759,0.207560,0.213233,0.038214,0.075986,0.336869,0.094411,0.160467
2025-01-10,-0.002406,-0.000977,0.037553,0.279269,0.037605,0.199655,0.219697,0.037904,0.071552,0.342040,0.095517,0.157350
2025-01-13,-0.010195,-0.000347,0.050282,0.279899,0.037927,0.197324,0.220729,0.038343,0.073826,0.344373,0.092746,0.155090
2025-01-14,-0.010763,0.004089,0.054679,0.264675,0.035524,0.196453,0.218337,0.039529,0.070773,0.336075,0.094462,0.144303
2025-01-15,-0.009822,0.005198,0.049086,0.262637,0.034351,0.194265,0.211528,0.042222,0.074779,0.332523,0.096903,0.137403
2025-01-16,0.014592,0.008489,0.047567,0.264254,0.036305,0.194437,0.226482,0.040387,0.074922,0.336932,0.103247,0.136895
2025-01-17,0.019360,0.010148,0.052044,0.269349,0.038909,0.218405,0.232701,0.036564,0.072394,0.342240,0.103657,0.188507
2025-01-21,0.027119,0.012974,0.049704,0.273383,0.054146,0.210142,0.255769,0.039936,0.071786,0.356742,0.120479,0.186270
2025-01-22,0.023506,0.013789,0.046055,0.266064,0.050369,0.220352,0.251926,0.038526,0.079055,0.354366,0.115486,0.208790
2025-01-23,0.022346,0.020361,0.043900,0.258298,0.049524,0.221779,0.244136,0.041730,0.072247,0.353225,0.114930,0.201306
2025-01-24,0.037209,0.023386,0.058754,0.272687,0.077592,0.223711,0.248903,0.044085,0.072768,0.362768,0.121022,0.195317
2025-02-25,0.037838,0.020701,0.052480,0.264441,0.071043,0.241558,0.243948,0.024178,0.071849,0.354253,0.114058,0.262397
2025-02-26,0.042517,0.025511,0.047353,0.265844,0.070529,0.257810,0.248688,0.023941,0.072806,0.347907,0.117773,0.258762
2025-02-27,0.045366,0.030720,0.058334,0.267607,0.077421,0.257180,0.254051,0.027070,0.072913,0.347264,0.125826,0.263693
2025-02-28,0.035762,0.036501,0.058027,0.263789,0.087599,0.253690,0.245930,0.026845,0.071697,0.349827,0.125087,0.270228
2025-03-03,0.139659,0.037464,0.058021,0.251008,0.120957,0.265079,0.250363,0.029722,0.083788,0.352516,0.118694,0.234358
2025-03-04,0.183894,0.040294,0.063428,0.258447,0.134366,0.290451,0.255357,0.028893,0.078630,0.358968,0.114234,0.242167
2025-03-05,0.247353,0.049998,0.069350,0.268540,0.154797,0.293207,0.260629,0.027338,0.073201,0.357188,0.111461,0.238716
2025-03-06,0.264789,0.053686,0.073803,0.263452,0.179167,0.309668,0.253225,0.025881,0.082671,0.355696,0.116104,0.234599
2025-03-07,0.305118,0.056072,0.081325,0.265394,0.191118,0.310344,0.253526,0.023122,0.080736,0.360603,0.121350,0.233998
2025-03-10,0.324120,0.045208,0.083016,0.288392,0.200006,0.321390,0.257365,0.021944,0.082732,0.358056,0.121082,0.254266
2025-03-11,0.340938,0.050149,0.087257,0.309867,0.200945,0.324991,0.259660,0.016472,0.067788,0.355912,0.110635,0.268465
2025-03-12,0.335037,0.061410,0.090042,0.294098,0.205051,0.323069,0.253727,0.020073,0.067438,0.378601,0.113938,0.264696
2025-03-13,0.326370,0.065694,0.097446,0.295081,0.206031,0.321247,0.249656,0.021871,0.066274,0.373957,0.105504,0.266637
2025-03-14,0.327571,0.066160,0.101783,0.285560,0.202437,0.322178,0.250334,0.020758,0.068784,0.366635,0.103251,0.263105
2025-03-17,0.312851,0.070717,0.103162,0.281246,0.201732,0.303204,0.247785,0.025721,0.070334,0.372145,0.105468,0.261457
2025-03-18,0.307540,0.067960,0.105455,0.283135,0.210997,0.296925,0.246677,0.025418,0.073065,0.376756,0.095053,0.268357
2025-03-19,0.312397,0.082422,0.127311,0.267104,0.237539,0.307965,0.234437,0.004171,0.058834,0.343335,0.015214,0.267240
2025-03-20,0.311474,0.079919,0.122349,0.270222,0.238026,0.305207,0.235208,-0.004595,0.064566,0.345222,0.011116,0.280587
2025-03-21,0.306097,0.068745,0.114642,0.271738,0.244255,0.310891,0.240830,-0.000741,0.066160,0.351234,0.008379,0.286627
2025-03-24,0.311950,0.071300,0.117996,0.272681,0.242666,0.312985,0.228456,-0.009843,0.069505,0.355386,0.015543,0.283912
2025-03-25,0.311909,0.076194,0.117633,0.201097,0.239929,0.310732,0.232577,-0.007834,0.073160,0.391239,0.018931,0.279533
2025-03-26,0.312760,0.086405,0.124698,0.208089,0.244914,0.290727,0.236094,-0.013140,0.069810,0.385711,0.010326,0.287341
2025-03-27,0.308150,0.087670,0.122272,0.213583,0.246132,0.282624,0.233942,-0.014111,0.071119,0.390062,0.009716,0.289663
2025-03-28,0.300589,0.086010,0.100511,0.210059,0.246413,0.283568,0.236445,-0.018504,0.057029,0.392580,0.013276,0.302995
2025-03-31,0.292209,0.092357,0.117565,0.233015,0.261884,0.279295,0.227810,-0.014485,0.074973,0.388486,0.023691,0.307684
2025-04-01,0.311524,0.099303,0.121881,0.232897,0.265246,0.281746,0.241439,-0.009403,0.074282,0.381815,0.020268,0.314710
2025-04-02,0.318619,0.098368,0.118188,0.217327,0.266199,0.267863,0.236042,-0.008198,0.039479,0.395655,0.020145,0.326224
2025-04-03,0.315086,0.097278,0.116159,0.227140,0.272789,0.273581,0.241706,-0.003683,0.041486,0.398742,0.025822,0.325182
2025-04-07,0.321835,0.117588,0.139501,0.244935,0.273844,0.273568,-0.350603,-0.374202,-0.399686,0.234795,0.144354,-0.291908
2025-04-08,0.332874,0.144990,0.147422,0.241909,0.280554,0.285095,-0.336857,-0.368377,-0.389001,0.233292,0.154636,-0.274231
2025-04-09,0.381500,0.060568,0.115415,0.124373,0.292166,0.363016,-0.524659,-0.067775,0.080064,0.024971,0.151882,-0.172833
2025-04-10,0.382418,0.057292,0.099030,0.085676,0.284836,0.368115,-0.542538,-0.059640,0.055157,0.020721,0.204795,-0.180700
2025-04-11,0.394483,0.069508,0.099484,0.094251,0.300087,0.376674,-0.541083,-0.108110,-0.076048,-0.013949,0.239560,-0.199544
2025-04-14,0.403421,0.065378,0.088783,0.094905,0.297810,0.383338,-0.548311,-0.107397,-0.092585,-0.003059,0.251613,-0.204567
2025-04-15,0.406219,0.065041,0.086205,0.085398,0.295247,0.389667,-0.544031,-0.115080,-0.087582,-0.011125,0.259127,-0.200396
2025-04-16,0.394097,0.054437,0.092815,0.061855,0.327589,0.392242,-0.541293,-0.126890,-0.075565,-0.045069,0.271362,-0.209608
2025-04-17,0.360086,0.041353,0.073841,0.025340,0.329669,0.389355,-0.598540,-0.151035,-0.137646,-0.091855,0.262590,-0.219109
2025-04-21,0.383590,0.054399,0.117425,0.053712,0.345819,0.389198,-0.603093,-0.153768,-0.145128,-0.095396,0.259458,-0.215646
2025-04-22,0.361505,0.046777,0.107135,0.022040,0.346087,0.374580,-0.599785,-0.167505,-0.156548,-0.116561,0.243893,-0.222683
2025-04-23,0.349832,0.051201,0.109217,0.005006,0.352831,0.374174,-0.599037,-0.169696,-0.157312,-0.116978,0.246955,-0.220133
2025-04-24,0.361405,0.064748,0.119686,0.021042,0.360214,0.378438,-0.597880,-0.168643,-0.155080,-0.110338,0.247149,-0.214181
2025-04-25,0.375061,0.077683,0.139462,0.027320,0.395515,0.395847,-0.598189,-0.166137,-0.152641,-0.109711,0.256135,-0.201743
2025-04-28,0.371435,0.087017,0.144351,0.033475,0.393265,0.397494,-0.598047,-0.169857,-0.157360,-0.104270,0.257109,-0.198551
2025-04-29,0.373619,0.106097,0.137611,0.024275,0.419905,0.401122,-0.602710,-0.165781,-0.163038,-0.104620,0.264848,-0.201720
2025-04-30,0.355948,0.103759,0.142142,0.049211,0.413301,0.392068,-0.603698,-0.169986,-0.168585,-0.100387,0.264777,-0.204009
2025-05-01,0.351386,0.094166,0.145057,0.054814,0.422013,0.397459,-0.613983,-0.164109,-0.176921,-0.113918,0.259194,-0.215159
2025-05-02,0.345852,0.097741,0.145849,0.067351,0.425138,0.410825,-0.609693,-0.166005,-0.176958,-0.112732,0.261000,-0.209657
2025-05-05,0.337442,0.104140,0.142559,0.060566,0.438185,0.411070,-0.613342,-0.157834,-0.176344,-0.149105,0.288609,-0.201166
2025-05-06,0.351838,0.085502,0.153712,0.063824,0.414552,0.418363,-0.605932,-0.168324,-0.178677,-0.191026,0.299683,-0.201842
2025-05-07,0.355429,0.060880,0.156016,0.055599,0.403470,0.414729,-0.588247,-0.176444,-0.184093,-0.183009,0.294021,-0.190092
2025-05-08,0.346773,0.049769,0.149372,0.047480,0.398657,0.416401,-0.587087,-0.174882,-0.186351,-0.190684,0.285269,-0.182155
2025-05-09,0.348951,0.045064,0.153285,0.042404,0.415285,0.417265,-0.585028,-0.173677,-0.185113,-0.197928,0.290834,-0.177572
2025-05-12,0.348288,0.049310,0.147300,0.036092,0.405920,0.419328,-0.593889,-0.172126,-0.181550,-0.196325,0.281448,-0.182198
2025-05-13,0.348568,0.047195,0.151164,0.035467,0.410169,0.440136,-0.598021,-0.173330,-0.178204,-0.183403,0.278732,-0.152100
2025-05-14,0.344685,0.049989,0.151794,0.037163,0.410133,0.448933,-0.591623,-0.171995,-0.176614,-0.180488,0.271351,-0.149446
2025-05-15,0.345459,0.040893,0.098525,0.041038,0.413224,0.430703,-0.590555,-0.161646,-0.290854,-0.184182,0.263751,-0.151146
2025-05-16,0.340673,0.041282,0.109540,0.038824,0.415893,0.430305,-0.589295,-0.164489,-0.291940,-0.188443,0.280639,-0.157539
2025-05-19,0.332181,0.043757,0.108489,0.040490,0.418643,0.433289,-0.595347,-0.158671,-0.287939,-0.189417,0.273569,-0.156753
2025-05-20,0.343232,0.048997,0.124486,0.049170,0.421076,0.448737,-0.612029,-0.156229,-0.289819,-0.182339,0.270333,-0.145576
2025-05-21,0.445378,0.061855,0.142407,0.069076,0.467441,0.474772,-0.579692,-0.160023,-0.278845,-0.189027,0.306623,-0.112053
2025-05-22,0.408698,0.008628,0.144074,0.071374,0.471131,0.467204,-0.591259,-0.166113,-0.274037,-0.193681,0.303641,-0.120919
2025-05-23,0.410782,0.023356,0.155202,0.076147,0.452580,0.463341,-0.589369,-0.168247,-0.265718,-0.191930,0.300638,-0.121846
2025-05-27,0.400196,0.023173,0.152545,0.085322,0.446009,0.457663,-0.597324,-0.170147,-0.270039,-0.187169,0.292339,-0.117853
2025-05-28,0.407923,0.039137,0.155211,0.082520,0.457583,0.460033,-0.596275,-0.163536,-0.269563,-0.183022,0.299242,-0.120980
2025-05-29,0.404530,0.034079,0.136389,0.081850,0.454328,0.459677,-0.598032,-0.171080,-0.262039,-0.169530,0.301799,-0.122331
2025-05-30,0.411698,0.032402,0.145255,0.095863,0.469025,0.469383,-0.597611,-0.167625,-0.250596,-0.162816,0.305922,-0.119531
2025-06-02,0.422767,0.029733,0.140324,0.097287,0.491656,0.457459,-0.600611,-0.163351,-0.249167,-0.171374,0.304625,-0.123226
2025-06-03,0.422262,0.040239,0.144245,0.089388,0.486709,0.466931,-0.608825,-0.159652,-0.246622,-0.172607,0.303162,-0.110243
2025-06-04,0.331933,0.044303,0.126109,0.083741,0.491521,0.467038,-0.653868,-0.158646,-0.254536,-0.199160,0.309866,-0.107781
2025-06-05,0.327713,0.034740,0.139553,0.100896,0.502644,0.522785,-0.647723,-0.172133,-0.255684,-0.169199,0.305400,-0.085492
2025-06-06,0.335536,0.033933,0.139907,0.107358,0.501857,0.533811,-0.636997,-0.165642,-0.252233,-0.174780,0.296085,-0.063848
2025-06-09,0.467207,0.016624,0.144710,0.102156,0.497509,0.531834,-0.543584,-0.170021,-0.254497,-0.175423,0.291778,-0.067333
2025-06-10,0.467641,0.023484,0.153615,0.114401,0.493387,0.533621,-0.549567,-0.159385,-0.240230,-0.189545,0.285611,-0.076271
2025-06-11,0.472952,0.021827,0.167911,0.105535,0.478182,0.529391,-0.535445,-0.160773,-0.233682,-0.215691,0.275172,-0.063627
2025-06-12,0.466385,0.021885,0.167106,0.099117,0.484204,0.521971,-0.544998,-0.156179,-0.229821,-0.216206,0.293192,-0.061632
2025-06-13,0.465222,0.021826,0.154426,0.098198,0.477849,0.529625,-0.544858,-0.144318,-0.240359,-0.214200,0.288628,-0.112619
2025-06-16,0.471525,0.027130,0.154940,0.100785,0.476169,0.529665,-0.539394,-0.131973,-0.235402,-0.214128,0.296303,-0.099620
2025-06-17,0.458262,0.028711,0.155009,0.100909,0.477233,0.525543,-0.554980,-0.126362,-0.242672,-0.216785,0.308321,-0.101319
2025-06-18,0.466245,0.019463,0.169220,0.113675,0.472846,0.520928,-0.550044,-0.132586,-0.236911,-0.267861,0.330479,-0.153744
2025-06-20,0.464221,0.019735,0.162967,0.113545,0.473503,0.514528,-0.551309,-0.138306,-0.236183,-0.266799,0.334987,-0.155775
2025-06-23,0.460361,0.020780,0.166088,0.101339,0.484012,0.533209,-0.548271,-0.139587,-0.223995,-0.266257,0.330943,-0.149619
2025-06-24,0.456490,0.023328,0.158972,0.107235,0.468842,0.539956,-0.555514,-0.128401,-0.209085,-0.241462,0.338423,-0.136005
2025-06-25,0.462158,0.029829,0.153037,0.087882,0.494060,0.531383,-0.555425,-0.126146,-0.213641,-0.250470,0.363478,-0.136220
2025-06-26,0.452603,0.042874,0.170047,0.101319,0.494711,0.535643,-0.544665,-0.135122,-0.212521,-0.247261,0.341951,-0.127383
2025-06-27,0.454001,0.052845,0.180534,0.107468,0.491051,0.515347,-0.548956,-0.133136,-0.193408,-0.247870,0.350127,-0.120982
2025-06-30,0.449048,0.046367,0.189844,0.115672,0.497038,0.508373,-0.474921,-0.124972,-0.181424,-0.249930,0.340519,-0.106527
2025-07-01,0.456550,0.051381,0.204032,0.116950,0.510093,0.524973,-0.465992,-0.125312,-0.174678,-0.252924,0.349402,-0.105832
2025-07-02,0.462543,0.049572,0.202659,0.116343,0.518680,0.532811,-0.463654,-0.116242,-0.170604,-0.227152,0.359055,-0.094948
2025-07-03,0.467466,0.056283,0.204817,0.097284,0.536380,0.538219,-0.462596,-0.109117,-0.160812,-0.225216,0.368688,-0.095888
2025-07-07,0.463020,0.056987,0.208049,0.100437,0.541787,0.539997,-0.487823,-0.145629,-0.156601,-0.239003,0.365381,-0.085025
2025-07-08,0.463290,0.128873,0.216005,0.103619,0.538451,0.574169,-0.490258,-0.150399,-0.169642,-0.249407,0.344165,-0.076085
