horizon_minutes,window,N_asset_sessions,N_origins,N_sessions,contrast,estimate,family,qlike_reduction_percent,subset
5,confirmation,48,3120,8,B1_over_B0,0.0003809329871171871,lightgbm_qlike,0.10224191437974425,chronological_block_2
5,confirmation,48,3120,8,B2_over_B1,0.00024704872296239105,lightgbm_qlike,0.06637541688548598,chronological_block_2
5,confirmation,102,6630,17,B1_over_B0,0.0011623095131615218,log_ridge_harq,0.26873124041788765,leave_block_2_out
5,confirmation,102,6630,17,B2_over_B1,0.006663630401823406,log_ridge_harq,1.544813020422461,leave_block_2_out
5,confirmation,102,6630,17,B1_over_B0,0.007908215563651585,lightgbm_qlike,1.8284492975140079,leave_block_2_out
5,confirmation,102,6630,17,B2_over_B1,-0.0062376841146012125,lightgbm_qlike,-1.4690688484766536,leave_block_2_out
5,confirmation,54,3510,9,B1_over_B0,-0.00031713589183194707,log_ridge_harq,-0.06314395808495067,chronological_block_3
5,confirmation,54,3510,9,B2_over_B1,0.013843789716985066,log_ridge_harq,2.754655258126552,chronological_block_3
5,confirmation,54,3510,9,B1_over_B0,0.010285137536873582,lightgbm_qlike,2.046204597854969,chronological_block_3
5,confirmation,54,3510,9,B2_over_B1,-0.01295753269089349,lightgbm_qlike,-2.631721918702489,chronological_block_3
5,confirmation,96,6240,16,B1_over_B0,0.00018401404679765573,log_ridge_harq,0.050114827204375184,leave_block_3_out
5,confirmation,96,6240,16,B2_over_B1,0.00019373383038009603,log_ridge_harq,0.05278839120721009,leave_block_3_out
5,confirmation,96,6240,16,B1_over_B0,0.0028075556654470132,lightgbm_qlike,0.7732317396249545,leave_block_3_out
5,confirmation,96,6240,16,B2_over_B1,0.0007845971283449958,lightgbm_qlike,0.21777055812499563,leave_block_3_out
