horizon_minutes,window,B1_over_B0,B1_over_B0_sign,B2_over_B1,B2_over_B1_sign,family,qlike_B0,qlike_B1,qlike_B2,rank,ranked_information_set,session_date
5,primary,-0.022534891968035375,-1,-0.05396311785629915,-1,lightgbm_qlike,0.9312723463968847,0.9538072383649201,1.0077703562212192,3,B0,2024-11-14
5,primary,0.02411152477930023,1,-0.010918620923501487,-1,lightgbm_qlike,0.912791425137547,0.8886799003582467,0.8995985212817482,4,B0,2026-03-16
5,primary,0.01237378788350696,1,-0.008948262978841881,-1,lightgbm_qlike,0.8361287377334667,0.8237549498499598,0.8327032128288017,5,B0,2026-06-11
5,primary,-0.05518608334325337,-1,-0.0013808709481387682,-1,lightgbm_qlike,0.7886811581245828,0.8438672414678362,0.845248112415975,6,B0,2026-06-05
5,primary,0.010853235773223613,1,-0.006450251750548919,-1,lightgbm_qlike,0.7579693102984524,0.7471160745252288,0.7535663262757777,7,B0,2026-01-21
5,primary,0.024302019595719204,1,0.010927668475661623,1,lightgbm_qlike,0.7552430051042859,0.7309409855085667,0.720013317032905,8,B0,2025-10-10
5,primary,-0.09760604493072744,-1,0.01861609498419603,1,lightgbm_qlike,0.6672193908082914,0.7648254357390188,0.7462093407548228,9,B0,2026-06-17
5,primary,0.011623610293192588,1,0.0089367244730294,1,lightgbm_qlike,0.6517476154387943,0.6401240051456017,0.6311872806725723,10,B0,2026-03-09
5,primary,-0.03209598862455554,-1,0.2762035929169906,1,lightgbm_qlike,2.1373067033348163,2.169402691959372,1.8931990990423813,1,B1,2025-04-09
5,primary,0.44807898702961446,1,-0.3267034981940913,-1,lightgbm_qlike,2.2375432664649657,1.7894642794353512,2.1161677776294425,2,B1,2025-04-07
5,primary,-0.022534891968035375,-1,-0.05396311785629915,-1,lightgbm_qlike,0.9312723463968847,0.9538072383649201,1.0077703562212192,3,B1,2024-11-14
5,primary,0.02411152477930023,1,-0.010918620923501487,-1,lightgbm_qlike,0.912791425137547,0.8886799003582467,0.8995985212817482,4,B1,2026-03-16
5,primary,-0.05518608334325337,-1,-0.0013808709481387682,-1,lightgbm_qlike,0.7886811581245828,0.8438672414678362,0.845248112415975,5,B1,2026-06-05
5,primary,0.01237378788350696,1,-0.008948262978841881,-1,lightgbm_qlike,0.8361287377334667,0.8237549498499598,0.8327032128288017,6,B1,2026-06-11
5,primary,-0.09760604493072744,-1,0.01861609498419603,1,lightgbm_qlike,0.6672193908082914,0.7648254357390188,0.7462093407548228,7,B1,2026-06-17
5,primary,0.010853235773223613,1,-0.006450251750548919,-1,lightgbm_qlike,0.7579693102984524,0.7471160745252288,0.7535663262757777,8,B1,2026-01-21
5,primary,0.024302019595719204,1,0.010927668475661623,1,lightgbm_qlike,0.7552430051042859,0.7309409855085667,0.720013317032905,9,B1,2025-10-10
5,primary,0.011623610293192588,1,0.0089367244730294,1,lightgbm_qlike,0.6517476154387943,0.6401240051456017,0.6311872806725723,10,B1,2026-03-09
5,primary,0.44807898702961446,1,-0.3267034981940913,-1,lightgbm_qlike,2.2375432664649657,1.7894642794353512,2.1161677776294425,1,B2,2025-04-07
5,primary,-0.03209598862455554,-1,0.2762035929169906,1,lightgbm_qlike,2.1373067033348163,2.169402691959372,1.8931990990423813,2,B2,2025-04-09
5,primary,-0.022534891968035375,-1,-0.05396311785629915,-1,lightgbm_qlike,0.9312723463968847,0.9538072383649201,1.0077703562212192,3,B2,2024-11-14
