window,model,fit_phase,partition,column,count_low,count_high,N_fit_records
confirmation,mean__log_ridge_harq__B2,refit,training,feature:52,0,2093,25
confirmation,mean__log_ridge_harq__B2,refit,training,feature:53,0,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,feature:54,0,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,feature:55,0,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,feature:56,0,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,feature:57,0,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,feature:58,0,3082,25
confirmation,mean__log_ridge_harq__B2,refit,training,feature:59,0,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,feature:6,0,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,feature:60,0,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,feature:61,0,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,feature:62,0,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,feature:63,0,8191,25
confirmation,mean__log_ridge_harq__B2,refit,training,feature:64,0,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,feature:65,0,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,feature:66,0,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,feature:67,0,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,feature:68,10100,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,feature:69,0,500,25
confirmation,mean__log_ridge_harq__B2,refit,training,feature:7,0,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,feature:70,12044,16480,25
confirmation,mean__log_ridge_harq__B2,refit,training,feature:71,0,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,feature:72,0,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,feature:73,0,16747,25
confirmation,mean__log_ridge_harq__B2,refit,training,feature:74,10300,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,feature:75,0,36025,25
confirmation,mean__log_ridge_harq__B2,refit,training,feature:76,10300,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,feature:77,0,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,feature:78,0,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,feature:79,0,18084,25
confirmation,mean__log_ridge_harq__B2,refit,training,feature:8,0,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,feature:80,0,3011,25
confirmation,mean__log_ridge_harq__B2,refit,training,feature:81,9600,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,feature:82,5959,16176,25
confirmation,mean__log_ridge_harq__B2,refit,training,feature:83,0,4935,25
confirmation,mean__log_ridge_harq__B2,refit,training,feature:84,16916,6711,25
confirmation,mean__log_ridge_harq__B2,refit,training,feature:85,0,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,feature:86,9750,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,feature:87,0,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,feature:88,0,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,feature:89,0,7522,25
confirmation,mean__log_ridge_harq__B2,refit,training,feature:9,0,242,25
confirmation,mean__log_ridge_harq__B2,refit,training,feature:90,0,13316,25
confirmation,mean__log_ridge_harq__B2,refit,training,feature:91,0,5505,25
confirmation,mean__log_ridge_harq__B2,refit,training,feature:92,0,1950,25
confirmation,mean__log_ridge_harq__B2,refit,training,feature:93,9600,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,feature:94,9600,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,feature:95,0,2277,25
confirmation,mean__log_ridge_harq__B2,refit,training,feature:96,9600,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,feature:97,0,23068,25
confirmation,mean__log_ridge_harq__B2,refit,training,feature:98,9600,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,feature:99,0,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:105,9600,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:107,9600,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:108,10300,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:110,10300,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:111,10300,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:113,10300,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:115,10300,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:116,10300,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:117,10300,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:118,10300,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:120,10300,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:122,10300,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:128,10300,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:129,9575,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:130,9575,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:131,9575,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:132,9450,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:133,9450,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:134,9450,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:135,9450,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:29,9575,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:30,9575,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:31,9575,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:32,9575,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:33,30256,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:34,9575,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:35,9575,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:36,30256,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:37,9575,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:38,9575,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:39,9600,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:40,9575,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:41,9575,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:42,9575,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:43,0,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:44,0,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:45,0,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:46,0,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:47,0,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:48,0,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:49,0,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:50,0,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:51,0,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:52,0,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:53,93344,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:54,11782,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:55,10100,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:56,10650,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:57,0,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:58,51262,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:59,31070,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:60,12312,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:61,21341,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:62,68150,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:63,22484,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:64,104132,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:65,27828,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:66,73702,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:67,19207,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:69,10300,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:70,10300,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:71,10300,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:73,10300,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:75,10300,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:79,10300,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:80,9600,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:82,9600,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:83,9600,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:84,9600,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:85,9600,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:89,9600,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:90,9600,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:91,9600,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:92,9600,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:95,9600,0,25
confirmation,mean__log_ridge_harq__B2,refit,training,presence:97,9600,0,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,predicting,feature:0,60,0,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,predicting,feature:1,0,0,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,predicting,feature:10,34,116,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,predicting,feature:11,4,33,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,predicting,feature:12,0,0,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,predicting,feature:13,0,0,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,predicting,feature:14,0,0,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,predicting,feature:15,0,0,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,predicting,feature:16,0,0,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,predicting,feature:17,0,0,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,predicting,feature:18,0,0,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,predicting,feature:19,0,0,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,predicting,feature:2,0,0,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,predicting,feature:20,0,0,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,predicting,feature:21,0,0,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,predicting,feature:22,0,0,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,predicting,feature:23,0,0,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,predicting,feature:24,0,0,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,predicting,feature:25,0,0,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,predicting,feature:26,0,0,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,predicting,feature:27,0,0,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,predicting,feature:28,52,0,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,predicting,feature:29,0,0,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,predicting,feature:3,0,0,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,predicting,feature:30,0,0,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,predicting,feature:31,0,0,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,predicting,feature:32,0,0,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,predicting,feature:33,0,0,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,predicting,feature:4,0,0,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,predicting,feature:5,0,0,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,predicting,feature:6,0,0,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,predicting,feature:7,0,0,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,predicting,feature:8,0,0,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,predicting,feature:9,0,0,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,training,feature:0,3540,4410,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,training,feature:1,0,1650,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,training,feature:10,6655,7003,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,training,feature:11,6949,5950,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,training,feature:12,0,794,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,training,feature:13,0,300,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,training,feature:14,0,600,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,training,feature:15,25,661,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,training,feature:16,0,528,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,training,feature:17,50,300,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,training,feature:18,0,1625,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,training,feature:19,0,1115,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,training,feature:2,4050,6300,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,training,feature:20,0,0,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,training,feature:21,0,0,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,training,feature:22,0,528,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,training,feature:23,0,1115,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,training,feature:24,0,1625,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,training,feature:25,0,0,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,training,feature:26,0,0,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,training,feature:27,0,0,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,training,feature:28,7416,0,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,training,feature:29,0,0,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,training,feature:3,0,2550,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,training,feature:30,0,0,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,training,feature:31,0,0,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,training,feature:32,0,0,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,training,feature:33,0,0,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,training,feature:4,0,0,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,training,feature:5,0,0,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,training,feature:6,0,0,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,training,feature:7,0,0,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,training,feature:8,0,0,25
confirmation,quantile__log_ridge_harq__B0,inner_fit,training,feature:9,0,225,25
confirmation,quantile__log_ridge_harq__B0,refit,predicting,feature:0,0,0,25
confirmation,quantile__log_ridge_harq__B0,refit,predicting,feature:1,0,0,25
confirmation,quantile__log_ridge_harq__B0,refit,predicting,feature:10,0,12,25
confirmation,quantile__log_ridge_harq__B0,refit,predicting,feature:11,1,4,25
confirmation,quantile__log_ridge_harq__B0,refit,predicting,feature:12,0,0,25
confirmation,quantile__log_ridge_harq__B0,refit,predicting,feature:13,0,0,25
confirmation,quantile__log_ridge_harq__B0,refit,predicting,feature:14,0,0,25
confirmation,quantile__log_ridge_harq__B0,refit,predicting,feature:15,0,0,25
confirmation,quantile__log_ridge_harq__B0,refit,predicting,feature:16,0,0,25
confirmation,quantile__log_ridge_harq__B0,refit,predicting,feature:17,0,0,25
confirmation,quantile__log_ridge_harq__B0,refit,predicting,feature:18,0,0,25
confirmation,quantile__log_ridge_harq__B0,refit,predicting,feature:19,0,0,25
confirmation,quantile__log_ridge_harq__B0,refit,predicting,feature:2,0,0,25
confirmation,quantile__log_ridge_harq__B0,refit,predicting,feature:20,0,0,25
confirmation,quantile__log_ridge_harq__B0,refit,predicting,feature:21,0,0,25
confirmation,quantile__log_ridge_harq__B0,refit,predicting,feature:22,0,0,25
confirmation,quantile__log_ridge_harq__B0,refit,predicting,feature:23,0,0,25
confirmation,quantile__log_ridge_harq__B0,refit,predicting,feature:24,0,0,25
confirmation,quantile__log_ridge_harq__B0,refit,predicting,feature:25,0,0,25
confirmation,quantile__log_ridge_harq__B0,refit,predicting,feature:26,0,0,25
confirmation,quantile__log_ridge_harq__B0,refit,predicting,feature:27,0,0,25
confirmation,quantile__log_ridge_harq__B0,refit,predicting,feature:28,7,0,25
confirmation,quantile__log_ridge_harq__B0,refit,predicting,feature:29,0,0,25
confirmation,quantile__log_ridge_harq__B0,refit,predicting,feature:3,0,0,25
confirmation,quantile__log_ridge_harq__B0,refit,predicting,feature:30,0,0,25
confirmation,quantile__log_ridge_harq__B0,refit,predicting,feature:31,0,0,25
confirmation,quantile__log_ridge_harq__B0,refit,predicting,feature:32,0,0,25
confirmation,quantile__log_ridge_harq__B0,refit,predicting,feature:33,0,0,25
confirmation,quantile__log_ridge_harq__B0,refit,predicting,feature:4,0,0,25
confirmation,quantile__log_ridge_harq__B0,refit,predicting,feature:5,0,0,25
confirmation,quantile__log_ridge_harq__B0,refit,predicting,feature:6,0,0,25
confirmation,quantile__log_ridge_harq__B0,refit,predicting,feature:7,0,0,25
confirmation,quantile__log_ridge_harq__B0,refit,predicting,feature:8,0,0,25
confirmation,quantile__log_ridge_harq__B0,refit,predicting,feature:9,0,0,25
confirmation,quantile__log_ridge_harq__B0,refit,training,feature:0,3624,4464,25
confirmation,quantile__log_ridge_harq__B0,refit,training,feature:1,0,1680,25
confirmation,quantile__log_ridge_harq__B0,refit,training,feature:10,6723,7190,25
confirmation,quantile__log_ridge_harq__B0,refit,training,feature:11,7030,6056,25
confirmation,quantile__log_ridge_harq__B0,refit,training,feature:12,0,842,25
confirmation,quantile__log_ridge_harq__B0,refit,training,feature:13,0,300,25
confirmation,quantile__log_ridge_harq__B0,refit,training,feature:14,0,625,25
confirmation,quantile__log_ridge_harq__B0,refit,training,feature:15,25,671,25
confirmation,quantile__log_ridge_harq__B0,refit,training,feature:16,0,541,25
confirmation,quantile__log_ridge_harq__B0,refit,training,feature:17,50,300,25
confirmation,quantile__log_ridge_harq__B0,refit,training,feature:18,0,1625,25
confirmation,quantile__log_ridge_harq__B0,refit,training,feature:19,0,1222,25
confirmation,quantile__log_ridge_harq__B0,refit,training,feature:2,4146,6300,25
confirmation,quantile__log_ridge_harq__B0,refit,training,feature:20,0,0,25
confirmation,quantile__log_ridge_harq__B0,refit,training,feature:21,0,0,25
confirmation,quantile__log_ridge_harq__B0,refit,training,feature:22,0,541,25
confirmation,quantile__log_ridge_harq__B0,refit,training,feature:23,0,1222,25
confirmation,quantile__log_ridge_harq__B0,refit,training,feature:24,0,1625,25
confirmation,quantile__log_ridge_harq__B0,refit,training,feature:25,0,0,25
confirmation,quantile__log_ridge_harq__B0,refit,training,feature:26,0,0,25
confirmation,quantile__log_ridge_harq__B0,refit,training,feature:27,0,0,25
confirmation,quantile__log_ridge_harq__B0,refit,training,feature:28,7508,0,25
confirmation,quantile__log_ridge_harq__B0,refit,training,feature:29,0,0,25
confirmation,quantile__log_ridge_harq__B0,refit,training,feature:3,0,2550,25
confirmation,quantile__log_ridge_harq__B0,refit,training,feature:30,0,0,25
confirmation,quantile__log_ridge_harq__B0,refit,training,feature:31,0,0,25
confirmation,quantile__log_ridge_harq__B0,refit,training,feature:32,0,0,25
confirmation,quantile__log_ridge_harq__B0,refit,training,feature:33,0,0,25
confirmation,quantile__log_ridge_harq__B0,refit,training,feature:4,0,0,25
confirmation,quantile__log_ridge_harq__B0,refit,training,feature:5,0,0,25
confirmation,quantile__log_ridge_harq__B0,refit,training,feature:6,0,0,25
confirmation,quantile__log_ridge_harq__B0,refit,training,feature:7,0,0,25
confirmation,quantile__log_ridge_harq__B0,refit,training,feature:8,0,0,25
confirmation,quantile__log_ridge_harq__B0,refit,training,feature:9,0,242,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:0,60,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:1,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:10,34,116,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:11,4,33,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:12,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:13,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:14,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:15,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:16,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:17,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:18,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:19,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:2,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:20,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:21,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:22,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:23,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:24,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:25,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:26,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:27,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:28,52,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:29,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:3,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:30,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:31,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:32,87,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:33,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:34,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:35,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:36,139,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:37,0,3,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:38,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:39,50,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:4,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:40,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:41,30,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:42,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:43,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:44,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:45,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:46,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:47,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:48,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:49,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:5,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:50,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:51,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:52,0,20,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:53,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:54,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:55,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:56,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:57,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:58,0,19,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:59,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:6,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:60,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:61,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:62,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:63,0,36,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:64,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:65,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:66,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:67,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:68,8,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:69,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:7,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:70,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:71,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:72,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:73,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:8,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,feature:9,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,presence:29,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,presence:30,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,presence:31,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,presence:32,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,presence:33,357,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,presence:34,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,presence:35,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,presence:36,357,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,presence:37,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,presence:38,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,presence:39,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,presence:40,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,presence:41,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,presence:42,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,presence:43,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,presence:44,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,presence:45,0,0,25
confirmation,quantile__log_ridge_harq__B1,inner_fit,predicting,presence:46,0,0,25
