window,asset,session_date,horizon,available_origins,available_empty,available_nonempty,available_unknown,executed_N_origins,executed_N_empty_origins,executed_N_nonempty_origins,executed_N_unknown_origins
primary,META,2026-03-18,5m,65,0,65,0,65,0,65,0
primary,META,2026-03-18,30m,65,0,65,0,65,0,65,0
primary,MSFT,2026-03-18,5m,65,0,65,0,65,0,65,0
primary,MSFT,2026-03-18,30m,65,0,65,0,65,0,65,0
primary,NVDA,2026-03-18,5m,65,0,65,0,65,0,65,0
primary,NVDA,2026-03-18,30m,65,0,65,0,65,0,65,0
primary,TSLA,2026-03-18,5m,65,0,65,0,65,0,65,0
primary,TSLA,2026-03-18,30m,65,0,65,0,65,0,65,0
primary,AAPL,2026-03-19,5m,65,0,65,0,65,0,65,0
primary,AAPL,2026-03-19,30m,65,0,65,0,65,0,65,0
primary,AMZN,2026-03-19,5m,65,0,65,0,65,0,65,0
primary,AMZN,2026-03-19,30m,65,0,65,0,65,0,65,0
primary,META,2026-03-19,5m,65,0,65,0,65,0,65,0
primary,META,2026-03-19,30m,65,0,65,0,65,0,65,0
primary,MSFT,2026-03-19,5m,65,0,65,0,65,0,65,0
primary,MSFT,2026-03-19,30m,65,0,65,0,65,0,65,0
primary,NVDA,2026-03-19,5m,65,0,65,0,65,0,65,0
primary,NVDA,2026-03-19,30m,65,0,65,0,65,0,65,0
primary,TSLA,2026-03-19,5m,65,0,65,0,65,0,65,0
primary,TSLA,2026-03-19,30m,65,0,65,0,65,0,65,0
primary,AAPL,2026-03-20,5m,65,0,65,0,65,0,65,0
primary,AAPL,2026-03-20,30m,65,0,65,0,65,0,65,0
primary,AMZN,2026-03-20,5m,65,0,65,0,65,0,65,0
primary,AMZN,2026-03-20,30m,65,0,65,0,65,0,65,0
primary,META,2026-03-20,5m,65,0,65,0,65,0,65,0
primary,META,2026-03-20,30m,65,0,65,0,65,0,65,0
primary,MSFT,2026-03-20,5m,65,0,65,0,65,0,65,0
primary,MSFT,2026-03-20,30m,65,0,65,0,65,0,65,0
primary,NVDA,2026-03-20,5m,65,0,65,0,65,0,65,0
primary,NVDA,2026-03-20,30m,65,0,65,0,65,0,65,0
primary,TSLA,2026-03-20,5m,65,0,65,0,65,0,65,0
primary,TSLA,2026-03-20,30m,65,0,65,0,65,0,65,0
primary,AAPL,2026-03-23,5m,65,0,65,0,65,0,65,0
primary,AAPL,2026-03-23,30m,65,0,65,0,65,0,65,0
primary,AMZN,2026-03-23,5m,65,0,65,0,65,0,65,0
primary,AMZN,2026-03-23,30m,65,0,65,0,65,0,65,0
primary,META,2026-03-23,5m,65,0,65,0,65,0,65,0
primary,META,2026-03-23,30m,65,0,65,0,65,0,65,0
primary,MSFT,2026-03-23,5m,65,0,65,0,65,0,65,0
primary,MSFT,2026-03-23,30m,65,0,65,0,65,0,65,0
primary,NVDA,2026-03-23,5m,65,0,65,0,65,0,65,0
primary,NVDA,2026-03-23,30m,65,0,65,0,65,0,65,0
primary,TSLA,2026-03-23,5m,65,0,65,0,65,0,65,0
primary,TSLA,2026-03-23,30m,65,0,65,0,65,0,65,0
primary,AAPL,2026-03-24,5m,65,0,65,0,65,0,65,0
primary,AAPL,2026-03-24,30m,65,0,65,0,65,0,65,0
primary,AMZN,2026-03-24,5m,65,0,65,0,65,0,65,0
primary,AMZN,2026-03-24,30m,65,0,65,0,65,0,65,0
primary,META,2026-03-24,5m,65,0,65,0,65,0,65,0
primary,META,2026-03-24,30m,65,0,65,0,65,0,65,0
primary,MSFT,2026-03-24,5m,65,0,65,0,65,0,65,0
primary,MSFT,2026-03-24,30m,65,0,65,0,65,0,65,0
primary,NVDA,2026-03-24,5m,65,0,65,0,65,0,65,0
primary,NVDA,2026-03-24,30m,65,0,65,0,65,0,65,0
primary,TSLA,2026-03-24,5m,65,0,65,0,65,0,65,0
primary,TSLA,2026-03-24,30m,65,0,65,0,65,0,65,0
primary,AAPL,2026-03-25,5m,65,0,65,0,65,0,65,0
primary,AAPL,2026-03-25,30m,65,0,65,0,65,0,65,0
primary,AMZN,2026-03-25,5m,65,0,65,0,65,0,65,0
primary,AMZN,2026-03-25,30m,65,0,65,0,65,0,65,0
primary,META,2026-03-25,5m,65,0,65,0,65,0,65,0
primary,META,2026-03-25,30m,65,0,65,0,65,0,65,0
primary,MSFT,2026-03-25,5m,65,0,65,0,65,0,65,0
primary,MSFT,2026-03-25,30m,65,0,65,0,65,0,65,0
primary,NVDA,2026-03-25,5m,65,0,65,0,65,0,65,0
primary,NVDA,2026-03-25,30m,65,0,65,0,65,0,65,0
primary,TSLA,2026-03-25,5m,65,0,65,0,65,0,65,0
primary,TSLA,2026-03-25,30m,65,0,65,0,65,0,65,0
primary,AAPL,2026-03-26,5m,65,0,65,0,65,0,65,0
primary,AAPL,2026-03-26,30m,65,0,65,0,65,0,65,0
primary,AMZN,2026-03-26,5m,65,0,65,0,65,0,65,0
primary,AMZN,2026-03-26,30m,65,0,65,0,65,0,65,0
primary,META,2026-03-26,5m,65,0,65,0,65,0,65,0
primary,META,2026-03-26,30m,65,0,65,0,65,0,65,0
primary,MSFT,2026-03-26,5m,65,0,65,0,65,0,65,0
primary,MSFT,2026-03-26,30m,65,0,65,0,65,0,65,0
primary,NVDA,2026-03-26,5m,65,0,65,0,65,0,65,0
primary,NVDA,2026-03-26,30m,65,0,65,0,65,0,65,0
primary,TSLA,2026-03-26,5m,65,0,65,0,65,0,65,0
primary,TSLA,2026-03-26,30m,65,0,65,0,65,0,65,0
primary,AAPL,2026-03-27,5m,65,0,65,0,65,0,65,0
primary,AAPL,2026-03-27,30m,65,0,65,0,65,0,65,0
primary,AMZN,2026-03-27,5m,65,0,65,0,65,0,65,0
primary,AMZN,2026-03-27,30m,65,0,65,0,65,0,65,0
primary,META,2026-03-27,5m,65,0,65,0,65,0,65,0
primary,META,2026-03-27,30m,65,0,65,0,65,0,65,0
primary,MSFT,2026-03-27,5m,65,0,65,0,65,0,65,0
primary,MSFT,2026-03-27,30m,65,0,65,0,65,0,65,0
primary,NVDA,2026-03-27,5m,65,0,65,0,65,0,65,0
primary,NVDA,2026-03-27,30m,65,0,65,0,65,0,65,0
primary,TSLA,2026-03-27,5m,65,0,65,0,65,0,65,0
primary,TSLA,2026-03-27,30m,65,0,65,0,65,0,65,0
primary,AAPL,2026-03-30,5m,65,0,65,0,65,0,65,0
primary,AAPL,2026-03-30,30m,65,0,65,0,65,0,65,0
primary,AMZN,2026-03-30,5m,65,0,65,0,65,0,65,0
primary,AMZN,2026-03-30,30m,65,0,65,0,65,0,65,0
primary,META,2026-03-30,5m,65,0,65,0,65,0,65,0
primary,META,2026-03-30,30m,65,0,65,0,65,0,65,0
primary,MSFT,2026-03-30,5m,65,0,65,0,65,0,65,0
primary,MSFT,2026-03-30,30m,65,0,65,0,65,0,65,0
primary,NVDA,2026-03-30,5m,65,0,65,0,65,0,65,0
primary,NVDA,2026-03-30,30m,65,0,65,0,65,0,65,0
primary,TSLA,2026-03-30,5m,65,0,65,0,65,0,65,0
primary,TSLA,2026-03-30,30m,65,0,65,0,65,0,65,0
primary,AAPL,2026-03-31,5m,65,0,65,0,65,0,65,0
primary,AAPL,2026-03-31,30m,65,0,65,0,65,0,65,0
primary,AMZN,2026-03-31,5m,65,0,65,0,65,0,65,0
primary,AMZN,2026-03-31,30m,65,0,65,0,65,0,65,0
primary,META,2026-03-31,5m,65,0,65,0,65,0,65,0
primary,META,2026-03-31,30m,65,0,65,0,65,0,65,0
primary,MSFT,2026-03-31,5m,65,0,65,0,65,0,65,0
primary,MSFT,2026-03-31,30m,65,0,65,0,65,0,65,0
primary,NVDA,2026-03-31,5m,65,0,65,0,65,0,65,0
primary,NVDA,2026-03-31,30m,65,0,65,0,65,0,65,0
primary,TSLA,2026-03-31,5m,65,0,65,0,65,0,65,0
primary,TSLA,2026-03-31,30m,65,0,65,0,65,0,65,0
primary,AAPL,2026-04-01,5m,65,0,65,0,65,0,65,0
primary,AAPL,2026-04-01,30m,65,0,65,0,65,0,65,0
primary,AMZN,2026-04-01,5m,65,0,65,0,65,0,65,0
primary,AMZN,2026-04-01,30m,65,0,65,0,65,0,65,0
primary,META,2026-04-01,5m,65,0,65,0,65,0,65,0
primary,META,2026-04-01,30m,65,0,65,0,65,0,65,0
primary,MSFT,2026-04-01,5m,65,0,65,0,65,0,65,0
primary,MSFT,2026-04-01,30m,65,0,65,0,65,0,65,0
primary,NVDA,2026-04-01,5m,65,0,65,0,65,0,65,0
primary,NVDA,2026-04-01,30m,65,0,65,0,65,0,65,0
primary,TSLA,2026-04-01,5m,65,0,65,0,65,0,65,0
primary,TSLA,2026-04-01,30m,65,0,65,0,65,0,65,0
primary,AAPL,2026-04-02,5m,65,0,65,0,65,0,65,0
primary,AAPL,2026-04-02,30m,65,0,65,0,65,0,65,0
primary,AMZN,2026-04-02,5m,65,0,65,0,65,0,65,0
primary,AMZN,2026-04-02,30m,65,0,65,0,65,0,65,0
primary,META,2026-04-02,5m,65,0,65,0,65,0,65,0
primary,META,2026-04-02,30m,65,0,65,0,65,0,65,0
primary,MSFT,2026-04-02,5m,65,0,65,0,65,0,65,0
primary,MSFT,2026-04-02,30m,65,0,65,0,65,0,65,0
primary,NVDA,2026-04-02,5m,65,0,65,0,65,0,65,0
primary,NVDA,2026-04-02,30m,65,0,65,0,65,0,65,0
primary,TSLA,2026-04-02,5m,65,0,65,0,65,0,65,0
primary,TSLA,2026-04-02,30m,65,0,65,0,65,0,65,0
primary,AAPL,2026-04-06,5m,65,0,65,0,65,0,65,0
primary,AAPL,2026-04-06,30m,65,0,65,0,65,0,65,0
primary,AMZN,2026-04-06,5m,65,0,65,0,65,0,65,0
primary,AMZN,2026-04-06,30m,65,0,65,0,65,0,65,0
primary,META,2026-04-06,5m,65,0,65,0,65,0,65,0
primary,META,2026-04-06,30m,65,0,65,0,65,0,65,0
primary,MSFT,2026-04-06,5m,65,0,65,0,65,0,65,0
primary,MSFT,2026-04-06,30m,65,0,65,0,65,0,65,0
primary,NVDA,2026-04-06,5m,65,0,65,0,65,0,65,0
primary,NVDA,2026-04-06,30m,65,0,65,0,65,0,65,0
primary,TSLA,2026-04-06,5m,65,0,65,0,65,0,65,0
primary,TSLA,2026-04-06,30m,65,0,65,0,65,0,65,0
primary,AAPL,2026-04-07,5m,65,0,65,0,65,0,65,0
primary,AAPL,2026-04-07,30m,65,0,65,0,65,0,65,0
primary,AMZN,2026-04-07,5m,65,0,65,0,65,0,65,0
primary,AMZN,2026-04-07,30m,65,0,65,0,65,0,65,0
primary,META,2026-04-07,5m,65,0,65,0,65,0,65,0
primary,META,2026-04-07,30m,65,0,65,0,65,0,65,0
primary,MSFT,2026-04-07,5m,65,0,65,0,65,0,65,0
primary,MSFT,2026-04-07,30m,65,0,65,0,65,0,65,0
primary,NVDA,2026-04-07,5m,65,0,65,0,65,0,65,0
primary,NVDA,2026-04-07,30m,65,0,65,0,65,0,65,0
primary,TSLA,2026-04-07,5m,65,0,65,0,65,0,65,0
primary,TSLA,2026-04-07,30m,65,0,65,0,65,0,65,0
primary,AAPL,2026-04-08,5m,65,0,65,0,65,0,65,0
primary,AAPL,2026-04-08,30m,65,0,65,0,65,0,65,0
primary,AMZN,2026-04-08,5m,65,0,65,0,65,0,65,0
primary,AMZN,2026-04-08,30m,65,0,65,0,65,0,65,0
primary,META,2026-04-08,5m,65,0,65,0,65,0,65,0
primary,META,2026-04-08,30m,65,0,65,0,65,0,65,0
primary,MSFT,2026-04-08,5m,65,0,65,0,65,0,65,0
primary,MSFT,2026-04-08,30m,65,0,65,0,65,0,65,0
primary,NVDA,2026-04-08,5m,65,0,65,0,65,0,65,0
primary,NVDA,2026-04-08,30m,65,0,65,0,65,0,65,0
primary,TSLA,2026-04-08,5m,65,0,65,0,65,0,65,0
primary,TSLA,2026-04-08,30m,65,0,65,0,65,0,65,0
primary,AAPL,2026-04-09,5m,65,0,65,0,65,0,65,0
primary,AAPL,2026-04-09,30m,65,0,65,0,65,0,65,0
primary,AMZN,2026-04-09,5m,65,0,65,0,65,0,65,0
primary,AMZN,2026-04-09,30m,65,0,65,0,65,0,65,0
primary,META,2026-04-09,5m,65,0,65,0,65,0,65,0
primary,META,2026-04-09,30m,65,0,65,0,65,0,65,0
primary,MSFT,2026-04-09,5m,65,0,65,0,65,0,65,0
primary,MSFT,2026-04-09,30m,65,0,65,0,65,0,65,0
primary,NVDA,2026-04-09,5m,65,0,65,0,65,0,65,0
primary,NVDA,2026-04-09,30m,65,0,65,0,65,0,65,0
primary,TSLA,2026-04-09,5m,65,0,65,0,65,0,65,0
primary,TSLA,2026-04-09,30m,65,0,65,0,65,0,65,0
primary,AAPL,2026-04-10,5m,65,0,65,0,65,0,65,0
primary,AAPL,2026-04-10,30m,65,0,65,0,65,0,65,0
primary,AMZN,2026-04-10,5m,65,0,65,0,65,0,65,0
primary,AMZN,2026-04-10,30m,65,0,65,0,65,0,65,0
primary,META,2026-04-10,5m,65,0,65,0,65,0,65,0
primary,META,2026-04-10,30m,65,0,65,0,65,0,65,0
primary,MSFT,2026-04-10,5m,65,0,65,0,65,0,65,0
primary,MSFT,2026-04-10,30m,65,0,65,0,65,0,65,0
primary,NVDA,2026-04-10,5m,65,0,65,0,65,0,65,0
primary,NVDA,2026-04-10,30m,65,0,65,0,65,0,65,0
primary,TSLA,2026-04-10,5m,65,0,65,0,65,0,65,0
primary,TSLA,2026-04-10,30m,65,0,65,0,65,0,65,0
primary,AAPL,2026-04-13,5m,65,0,65,0,65,0,65,0
primary,AAPL,2026-04-13,30m,65,0,65,0,65,0,65,0
primary,AMZN,2026-04-13,5m,65,0,65,0,65,0,65,0
primary,AMZN,2026-04-13,30m,65,0,65,0,65,0,65,0
primary,META,2026-04-13,5m,65,0,65,0,65,0,65,0
primary,META,2026-04-13,30m,65,0,65,0,65,0,65,0
primary,MSFT,2026-04-13,5m,65,0,65,0,65,0,65,0
primary,MSFT,2026-04-13,30m,65,0,65,0,65,0,65,0
primary,NVDA,2026-04-13,5m,65,0,65,0,65,0,65,0
primary,NVDA,2026-04-13,30m,65,0,65,0,65,0,65,0
primary,TSLA,2026-04-13,5m,65,0,65,0,65,0,65,0
primary,TSLA,2026-04-13,30m,65,0,65,0,65,0,65,0
primary,AAPL,2026-04-14,5m,65,0,65,0,65,0,65,0
primary,AAPL,2026-04-14,30m,65,0,65,0,65,0,65,0
primary,AMZN,2026-04-14,5m,65,0,65,0,65,0,65,0
primary,AMZN,2026-04-14,30m,65,0,65,0,65,0,65,0
primary,META,2026-04-14,5m,65,0,65,0,65,0,65,0
primary,META,2026-04-14,30m,65,0,65,0,65,0,65,0
primary,MSFT,2026-04-14,5m,65,0,65,0,65,0,65,0
primary,MSFT,2026-04-14,30m,65,0,65,0,65,0,65,0
primary,NVDA,2026-04-14,5m,65,0,65,0,65,0,65,0
primary,NVDA,2026-04-14,30m,65,0,65,0,65,0,65,0
primary,TSLA,2026-04-14,5m,65,0,65,0,65,0,65,0
primary,TSLA,2026-04-14,30m,65,0,65,0,65,0,65,0
primary,AAPL,2026-04-15,5m,65,0,65,0,65,0,65,0
primary,AAPL,2026-04-15,30m,65,0,65,0,65,0,65,0
primary,AMZN,2026-04-15,5m,65,0,65,0,65,0,65,0
primary,AMZN,2026-04-15,30m,65,0,65,0,65,0,65,0
primary,META,2026-04-15,5m,65,0,65,0,65,0,65,0
primary,META,2026-04-15,30m,65,0,65,0,65,0,65,0
primary,MSFT,2026-04-15,5m,65,0,65,0,65,0,65,0
primary,MSFT,2026-04-15,30m,65,0,65,0,65,0,65,0
primary,NVDA,2026-04-15,5m,65,0,65,0,65,0,65,0
primary,NVDA,2026-04-15,30m,65,0,65,0,65,0,65,0
primary,TSLA,2026-04-15,5m,65,0,65,0,65,0,65,0
primary,TSLA,2026-04-15,30m,65,0,65,0,65,0,65,0
primary,AAPL,2026-04-16,5m,65,0,65,0,65,0,65,0
primary,AAPL,2026-04-16,30m,65,0,65,0,65,0,65,0
primary,AMZN,2026-04-16,5m,65,0,65,0,65,0,65,0
primary,AMZN,2026-04-16,30m,65,0,65,0,65,0,65,0
primary,META,2026-04-16,5m,65,0,65,0,65,0,65,0
primary,META,2026-04-16,30m,65,0,65,0,65,0,65,0
primary,MSFT,2026-04-16,5m,65,0,65,0,65,0,65,0
primary,MSFT,2026-04-16,30m,65,0,65,0,65,0,65,0
primary,NVDA,2026-04-16,5m,65,0,65,0,65,0,65,0
primary,NVDA,2026-04-16,30m,65,0,65,0,65,0,65,0
primary,TSLA,2026-04-16,5m,65,0,65,0,65,0,65,0
primary,TSLA,2026-04-16,30m,65,0,65,0,65,0,65,0
primary,AAPL,2026-04-17,5m,65,0,65,0,65,0,65,0
primary,AAPL,2026-04-17,30m,65,0,65,0,65,0,65,0
primary,AMZN,2026-04-17,5m,65,0,65,0,65,0,65,0
primary,AMZN,2026-04-17,30m,65,0,65,0,65,0,65,0
primary,META,2026-04-17,5m,65,0,65,0,65,0,65,0
primary,META,2026-04-17,30m,65,0,65,0,65,0,65,0
primary,MSFT,2026-04-17,5m,65,0,65,0,65,0,65,0
primary,MSFT,2026-04-17,30m,65,0,65,0,65,0,65,0
primary,NVDA,2026-04-17,5m,65,0,65,0,65,0,65,0
primary,NVDA,2026-04-17,30m,65,0,65,0,65,0,65,0
primary,TSLA,2026-04-17,5m,65,0,65,0,65,0,65,0
primary,TSLA,2026-04-17,30m,65,0,65,0,65,0,65,0
primary,AAPL,2026-04-20,5m,65,0,65,0,65,0,65,0
primary,AAPL,2026-04-20,30m,65,0,65,0,65,0,65,0
primary,AMZN,2026-04-20,5m,65,0,65,0,65,0,65,0
primary,AMZN,2026-04-20,30m,65,0,65,0,65,0,65,0
primary,META,2026-04-20,5m,65,0,65,0,65,0,65,0
primary,META,2026-04-20,30m,65,0,65,0,65,0,65,0
primary,MSFT,2026-04-20,5m,65,0,65,0,65,0,65,0
primary,MSFT,2026-04-20,30m,65,0,65,0,65,0,65,0
primary,NVDA,2026-04-20,5m,65,0,65,0,65,0,65,0
primary,NVDA,2026-04-20,30m,65,0,65,0,65,0,65,0
primary,TSLA,2026-04-20,5m,65,0,65,0,65,0,65,0
primary,TSLA,2026-04-20,30m,65,0,65,0,65,0,65,0
primary,AAPL,2026-04-21,5m,65,0,65,0,65,0,65,0
primary,AAPL,2026-04-21,30m,65,0,65,0,65,0,65,0
primary,AMZN,2026-04-21,5m,65,0,65,0,65,0,65,0
primary,AMZN,2026-04-21,30m,65,0,65,0,65,0,65,0
primary,META,2026-04-21,5m,65,0,65,0,65,0,65,0
primary,META,2026-04-21,30m,65,0,65,0,65,0,65,0
primary,MSFT,2026-04-21,5m,65,0,65,0,65,0,65,0
primary,MSFT,2026-04-21,30m,65,0,65,0,65,0,65,0
primary,NVDA,2026-04-21,5m,65,0,65,0,65,0,65,0
primary,NVDA,2026-04-21,30m,65,0,65,0,65,0,65,0
primary,TSLA,2026-04-21,5m,65,0,65,0,65,0,65,0
primary,TSLA,2026-04-21,30m,65,0,65,0,65,0,65,0
primary,AAPL,2026-04-22,5m,65,0,65,0,65,0,65,0
primary,AAPL,2026-04-22,30m,65,0,65,0,65,0,65,0
primary,AMZN,2026-04-22,5m,65,0,65,0,65,0,65,0
primary,AMZN,2026-04-22,30m,65,0,65,0,65,0,65,0
primary,META,2026-04-22,5m,65,0,65,0,65,0,65,0
primary,META,2026-04-22,30m,65,0,65,0,65,0,65,0
primary,MSFT,2026-04-22,5m,65,0,65,0,65,0,65,0
primary,MSFT,2026-04-22,30m,65,0,65,0,65,0,65,0
primary,NVDA,2026-04-22,5m,65,0,65,0,65,0,65,0
primary,NVDA,2026-04-22,30m,65,0,65,0,65,0,65,0
primary,TSLA,2026-04-22,5m,65,0,65,0,65,0,65,0
primary,TSLA,2026-04-22,30m,65,0,65,0,65,0,65,0
primary,AAPL,2026-04-23,5m,65,0,65,0,65,0,65,0
primary,AAPL,2026-04-23,30m,65,0,65,0,65,0,65,0
primary,AMZN,2026-04-23,5m,65,0,65,0,65,0,65,0
primary,AMZN,2026-04-23,30m,65,0,65,0,65,0,65,0
primary,META,2026-04-23,5m,65,0,65,0,65,0,65,0
primary,META,2026-04-23,30m,65,0,65,0,65,0,65,0
primary,MSFT,2026-04-23,5m,65,0,65,0,65,0,65,0
primary,MSFT,2026-04-23,30m,65,0,65,0,65,0,65,0
primary,NVDA,2026-04-23,5m,65,0,65,0,65,0,65,0
primary,NVDA,2026-04-23,30m,65,0,65,0,65,0,65,0
primary,TSLA,2026-04-23,5m,65,0,65,0,65,0,65,0
primary,TSLA,2026-04-23,30m,65,0,65,0,65,0,65,0
primary,AAPL,2026-04-24,5m,65,0,65,0,65,0,65,0
primary,AAPL,2026-04-24,30m,65,0,65,0,65,0,65,0
primary,AMZN,2026-04-24,5m,65,0,65,0,65,0,65,0
primary,AMZN,2026-04-24,30m,65,0,65,0,65,0,65,0
primary,META,2026-04-24,5m,65,0,65,0,65,0,65,0
primary,META,2026-04-24,30m,65,0,65,0,65,0,65,0
primary,MSFT,2026-04-24,5m,65,0,65,0,65,0,65,0
primary,MSFT,2026-04-24,30m,65,0,65,0,65,0,65,0
primary,NVDA,2026-04-24,5m,65,0,65,0,65,0,65,0
primary,NVDA,2026-04-24,30m,65,0,65,0,65,0,65,0
primary,TSLA,2026-04-24,5m,65,0,65,0,65,0,65,0
primary,TSLA,2026-04-24,30m,65,0,65,0,65,0,65,0
primary,AAPL,2026-04-27,5m,65,0,65,0,65,0,65,0
primary,AAPL,2026-04-27,30m,65,0,65,0,65,0,65,0
primary,AMZN,2026-04-27,5m,65,0,65,0,65,0,65,0
primary,AMZN,2026-04-27,30m,65,0,65,0,65,0,65,0
primary,META,2026-04-27,5m,65,0,65,0,65,0,65,0
primary,META,2026-04-27,30m,65,0,65,0,65,0,65,0
primary,MSFT,2026-04-27,5m,65,0,65,0,65,0,65,0
primary,MSFT,2026-04-27,30m,65,0,65,0,65,0,65,0
primary,NVDA,2026-04-27,5m,65,0,65,0,65,0,65,0
primary,NVDA,2026-04-27,30m,65,0,65,0,65,0,65,0
primary,TSLA,2026-04-27,5m,65,0,65,0,65,0,65,0
primary,TSLA,2026-04-27,30m,65,0,65,0,65,0,65,0
primary,AAPL,2026-04-28,5m,65,0,65,0,65,0,65,0
primary,AAPL,2026-04-28,30m,65,0,65,0,65,0,65,0
primary,AMZN,2026-04-28,5m,65,0,65,0,65,0,65,0
primary,AMZN,2026-04-28,30m,65,0,65,0,65,0,65,0
primary,META,2026-04-28,5m,65,0,65,0,65,0,65,0
primary,META,2026-04-28,30m,65,0,65,0,65,0,65,0
primary,MSFT,2026-04-28,5m,65,0,65,0,65,0,65,0
primary,MSFT,2026-04-28,30m,65,0,65,0,65,0,65,0
primary,NVDA,2026-04-28,5m,65,0,65,0,65,0,65,0
primary,NVDA,2026-04-28,30m,65,0,65,0,65,0,65,0
primary,TSLA,2026-04-28,5m,65,0,65,0,65,0,65,0
primary,TSLA,2026-04-28,30m,65,0,65,0,65,0,65,0
primary,AAPL,2026-04-29,5m,65,0,65,0,65,0,65,0
primary,AAPL,2026-04-29,30m,65,0,65,0,65,0,65,0
primary,AMZN,2026-04-29,5m,65,0,65,0,65,0,65,0
primary,AMZN,2026-04-29,30m,65,0,65,0,65,0,65,0
primary,META,2026-04-29,5m,65,0,65,0,65,0,65,0
primary,META,2026-04-29,30m,65,0,65,0,65,0,65,0
primary,MSFT,2026-04-29,5m,65,0,65,0,65,0,65,0
primary,MSFT,2026-04-29,30m,65,0,65,0,65,0,65,0
primary,NVDA,2026-04-29,5m,65,0,65,0,65,0,65,0
primary,NVDA,2026-04-29,30m,65,0,65,0,65,0,65,0
primary,TSLA,2026-04-29,5m,65,0,65,0,65,0,65,0
primary,TSLA,2026-04-29,30m,65,0,65,0,65,0,65,0
primary,AAPL,2026-04-30,5m,65,0,65,0,65,0,65,0
primary,AAPL,2026-04-30,30m,65,0,65,0,65,0,65,0
primary,AMZN,2026-04-30,5m,65,0,65,0,65,0,65,0
primary,AMZN,2026-04-30,30m,65,0,65,0,65,0,65,0
primary,META,2026-04-30,5m,65,0,65,0,65,0,65,0
primary,META,2026-04-30,30m,65,0,65,0,65,0,65,0
primary,MSFT,2026-04-30,5m,65,0,65,0,65,0,65,0
primary,MSFT,2026-04-30,30m,65,0,65,0,65,0,65,0
primary,NVDA,2026-04-30,5m,65,0,65,0,65,0,65,0
primary,NVDA,2026-04-30,30m,65,0,65,0,65,0,65,0
primary,TSLA,2026-04-30,5m,65,0,65,0,65,0,65,0
primary,TSLA,2026-04-30,30m,65,0,65,0,65,0,65,0
primary,AAPL,2026-05-01,5m,65,0,65,0,65,0,65,0
primary,AAPL,2026-05-01,30m,65,0,65,0,65,0,65,0
primary,AMZN,2026-05-01,5m,65,0,65,0,65,0,65,0
primary,AMZN,2026-05-01,30m,65,0,65,0,65,0,65,0
primary,META,2026-05-01,5m,65,0,65,0,65,0,65,0
primary,META,2026-05-01,30m,65,0,65,0,65,0,65,0
primary,MSFT,2026-05-01,5m,65,0,65,0,65,0,65,0
primary,MSFT,2026-05-01,30m,65,0,65,0,65,0,65,0
primary,NVDA,2026-05-01,5m,65,0,65,0,65,0,65,0
primary,NVDA,2026-05-01,30m,65,0,65,0,65,0,65,0
primary,TSLA,2026-05-01,5m,65,0,65,0,65,0,65,0
primary,TSLA,2026-05-01,30m,65,0,65,0,65,0,65,0
primary,AAPL,2026-05-04,5m,65,0,65,0,65,0,65,0
primary,AAPL,2026-05-04,30m,65,0,65,0,65,0,65,0
primary,AMZN,2026-05-04,5m,65,0,65,0,65,0,65,0
primary,AMZN,2026-05-04,30m,65,0,65,0,65,0,65,0
primary,META,2026-05-04,5m,65,0,65,0,65,0,65,0
primary,META,2026-05-04,30m,65,0,65,0,65,0,65,0
primary,MSFT,2026-05-04,5m,65,0,65,0,65,0,65,0
primary,MSFT,2026-05-04,30m,65,0,65,0,65,0,65,0
primary,NVDA,2026-05-04,5m,65,0,65,0,65,0,65,0
primary,NVDA,2026-05-04,30m,65,0,65,0,65,0,65,0
primary,TSLA,2026-05-04,5m,65,0,65,0,65,0,65,0
primary,TSLA,2026-05-04,30m,65,0,65,0,65,0,65,0
primary,AAPL,2026-05-05,5m,65,0,65,0,65,0,65,0
primary,AAPL,2026-05-05,30m,65,0,65,0,65,0,65,0
primary,AMZN,2026-05-05,5m,65,0,65,0,65,0,65,0
primary,AMZN,2026-05-05,30m,65,0,65,0,65,0,65,0
primary,META,2026-05-05,5m,65,0,65,0,65,0,65,0
primary,META,2026-05-05,30m,65,0,65,0,65,0,65,0
primary,MSFT,2026-05-05,5m,65,0,65,0,65,0,65,0
primary,MSFT,2026-05-05,30m,65,0,65,0,65,0,65,0
primary,NVDA,2026-05-05,5m,65,0,65,0,65,0,65,0
primary,NVDA,2026-05-05,30m,65,0,65,0,65,0,65,0
primary,TSLA,2026-05-05,5m,65,0,65,0,65,0,65,0
primary,TSLA,2026-05-05,30m,65,0,65,0,65,0,65,0
primary,AAPL,2026-05-06,5m,65,0,65,0,65,0,65,0
primary,AAPL,2026-05-06,30m,65,0,65,0,65,0,65,0
primary,AMZN,2026-05-06,5m,65,0,65,0,65,0,65,0
primary,AMZN,2026-05-06,30m,65,0,65,0,65,0,65,0
primary,META,2026-05-06,5m,65,0,65,0,65,0,65,0
primary,META,2026-05-06,30m,65,0,65,0,65,0,65,0
primary,MSFT,2026-05-06,5m,65,0,65,0,65,0,65,0
primary,MSFT,2026-05-06,30m,65,0,65,0,65,0,65,0
primary,NVDA,2026-05-06,5m,65,0,65,0,65,0,65,0
primary,NVDA,2026-05-06,30m,65,0,65,0,65,0,65,0
primary,TSLA,2026-05-06,5m,65,0,65,0,65,0,65,0
