window,session,model,selected_lambda,selected_rounds,selected_leaves,validation_qlike,train_rows,prediction_rows,lower_bound,upper_bound,linear_lower_touches,linear_upper_touches,lgb_log_low_touches,lgb_log_high_touches,lgb_variance_floor_touches,columns_kept,columns_removed
primary,2026-05-14,lightgbm_qlike__B2,,217,15,0.10434345482381577,161222,,,,,,0,0,0,,
primary,2026-05-14,log_ridge_harq__B0,0.0001,,,0.11036008619497265,161222,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2026-05-14,log_ridge_harq__B1,0.0001,,,0.10800320623222362,161222,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2026-05-14,log_ridge_harq__B2,100.0,,,0.10700169657879517,161222,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2026-05-15,lightgbm_qlike__B0,,258,15,0.11032373151390795,161612,,,,,,0,0,0,,
primary,2026-05-15,lightgbm_qlike__B1,,188,31,0.10814281856709518,161612,,,,,,0,0,0,,
primary,2026-05-15,lightgbm_qlike__B2,,124,31,0.10767164080903666,161612,,,,,,0,0,0,,
primary,2026-05-15,log_ridge_harq__B0,0.0001,,,0.11401591405007935,161612,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2026-05-15,log_ridge_harq__B1,0.0001,,,0.11158466987996363,161612,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2026-05-15,log_ridge_harq__B2,100.0,,,0.11101968721246384,161612,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2026-05-18,lightgbm_qlike__B0,,240,31,0.10969234655833213,162002,,,,,,0,0,0,,
primary,2026-05-18,lightgbm_qlike__B1,,347,31,0.1075532203943738,162002,,,,,,0,0,0,,
primary,2026-05-18,lightgbm_qlike__B2,,160,31,0.1075633834462578,162002,,,,,,0,0,0,,
primary,2026-05-18,log_ridge_harq__B0,0.0001,,,0.11279252143538052,162002,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2026-05-18,log_ridge_harq__B1,0.0001,,,0.11125906213364774,162002,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2026-05-18,log_ridge_harq__B2,100.0,,,0.1105503056154213,162002,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2026-05-19,lightgbm_qlike__B0,,216,15,0.126999546501563,162392,,,,,,0,0,0,,
primary,2026-05-19,lightgbm_qlike__B1,,91,63,0.12782749699985244,162392,,,,,,0,0,0,,
primary,2026-05-19,lightgbm_qlike__B2,,62,15,0.12670998899093708,162392,,,,,,0,0,0,,
primary,2026-05-19,log_ridge_harq__B0,0.0001,,,0.12239336786839461,162392,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2026-05-19,log_ridge_harq__B1,0.0001,,,0.12500122916569634,162392,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2026-05-19,log_ridge_harq__B2,100.0,,,0.12590825929142688,162392,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2026-05-20,lightgbm_qlike__B0,,184,15,0.12176705131300314,162782,,,,,,0,0,0,,
primary,2026-05-20,lightgbm_qlike__B1,,52,15,0.12161988736356961,162782,,,,,,0,0,0,,
primary,2026-05-20,lightgbm_qlike__B2,,56,15,0.12031941036081342,162782,,,,,,0,0,0,,
primary,2026-05-20,log_ridge_harq__B0,0.0001,,,0.11788550860183127,162782,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2026-05-20,log_ridge_harq__B1,0.0001,,,0.12006078582224874,162782,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2026-05-20,log_ridge_harq__B2,100.0,,,0.12130954112457763,162782,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2026-05-21,lightgbm_qlike__B0,,101,63,0.12455602509965699,163172,,,,,,0,0,0,,
primary,2026-05-21,lightgbm_qlike__B1,,197,31,0.12262098941643935,163172,,,,,,0,0,0,,
primary,2026-05-21,lightgbm_qlike__B2,,54,63,0.12203500465907262,163172,,,,,,0,0,0,,
primary,2026-05-21,log_ridge_harq__B0,0.0001,,,0.11986503723491557,163172,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2026-05-21,log_ridge_harq__B1,0.0001,,,0.12138938538374282,163172,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2026-05-21,log_ridge_harq__B2,100.0,,,0.12223204217268442,163172,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2026-05-22,lightgbm_qlike__B0,,238,15,0.13355436561121153,163562,,,,,,0,0,0,,
primary,2026-05-22,lightgbm_qlike__B1,,51,15,0.13311522152026187,163562,,,,,,0,0,0,,
primary,2026-05-22,lightgbm_qlike__B2,,52,31,0.13197910155872405,163562,,,,,,0,0,0,,
primary,2026-05-22,log_ridge_harq__B0,0.0001,,,0.13067764709462618,163562,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2026-05-22,log_ridge_harq__B1,0.0001,,,0.13142756535416775,163562,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2026-05-22,log_ridge_harq__B2,10000.0,,,0.13121308943223822,163562,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2026-05-26,lightgbm_qlike__B0,,66,63,0.13722652817038303,163952,,,,,,0,0,0,,
primary,2026-05-26,lightgbm_qlike__B1,,47,63,0.13515851572382936,163952,,,,,,0,0,0,,
primary,2026-05-26,lightgbm_qlike__B2,,45,15,0.13479808264130466,163952,,,,,,0,0,0,,
primary,2026-05-26,log_ridge_harq__B0,0.0001,,,0.13461168608109692,163952,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2026-05-26,log_ridge_harq__B1,10000.0,,,0.1347192974478175,163952,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2026-05-26,log_ridge_harq__B2,10000.0,,,0.13402729605580993,163952,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2026-05-27,lightgbm_qlike__B0,,49,63,0.12919293310781294,164342,,,,,,0,0,0,,
primary,2026-05-27,lightgbm_qlike__B1,,45,63,0.12829574822050324,164342,,,,,,0,0,0,,
primary,2026-05-27,lightgbm_qlike__B2,,45,63,0.1277215520220211,164342,,,,,,0,0,0,,
primary,2026-05-27,log_ridge_harq__B0,100.0,,,0.127378071446726,164342,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2026-05-27,log_ridge_harq__B1,10000.0,,,0.12662621405191085,164342,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2026-05-27,log_ridge_harq__B2,10000.0,,,0.12547298101071377,164342,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2026-05-28,lightgbm_qlike__B0,,140,31,0.16099278456923702,164732,,,,,,0,0,0,,
primary,2026-05-28,lightgbm_qlike__B1,,38,63,0.15965434889836233,164732,,,,,,0,0,0,,
primary,2026-05-28,lightgbm_qlike__B2,,35,63,0.16111953058511674,164732,,,,,,0,0,0,,
primary,2026-05-28,log_ridge_harq__B0,10000.0,,,0.16417940685425328,164732,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2026-05-28,log_ridge_harq__B1,10000.0,,,0.16464444183556867,164732,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2026-05-28,log_ridge_harq__B2,10000.0,,,0.16287820870777708,164732,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2026-05-29,lightgbm_qlike__B0,,77,31,0.16047646666322896,165122,,,,,,0,0,0,,
primary,2026-05-29,lightgbm_qlike__B1,,36,31,0.16014626333066181,165122,,,,,,0,0,0,,
primary,2026-05-29,lightgbm_qlike__B2,,38,31,0.1607796122883965,165122,,,,,,0,0,0,,
primary,2026-05-29,log_ridge_harq__B0,10000.0,,,0.16552956124256274,165122,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2026-05-29,log_ridge_harq__B1,10000.0,,,0.1660648607178351,165122,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2026-05-29,log_ridge_harq__B2,10000.0,,,0.16448306492398299,165122,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2026-06-01,lightgbm_qlike__B0,,46,63,0.1611046419821808,165512,,,,,,0,0,0,,
primary,2026-06-01,lightgbm_qlike__B1,,36,31,0.1646028020648541,165512,,,,,,0,0,0,,
primary,2026-06-01,lightgbm_qlike__B2,,34,63,0.1610861289898664,165512,,,,,,0,0,0,,
primary,2026-06-01,log_ridge_harq__B0,0.0001,,,0.17171741047463457,165512,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2026-06-01,log_ridge_harq__B1,10000.0,,,0.17399939663861635,165512,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2026-06-01,log_ridge_harq__B2,10000.0,,,0.1716272928605416,165512,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2026-06-02,lightgbm_qlike__B0,,44,63,0.16495159454287733,165902,,,,,,0,0,0,,
primary,2026-06-02,lightgbm_qlike__B1,,34,63,0.16578256623210932,165902,,,,,,0,0,0,,
primary,2026-06-02,lightgbm_qlike__B2,,34,63,0.16500314145623568,165902,,,,,,0,0,0,,
primary,2026-06-02,log_ridge_harq__B0,100.0,,,0.17340219943889154,165902,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2026-06-02,log_ridge_harq__B1,10000.0,,,0.17650193670359773,165902,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2026-06-02,log_ridge_harq__B2,10000.0,,,0.17414760750762404,165902,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2026-06-03,lightgbm_qlike__B0,,163,63,0.1457443088105971,166292,,,,,,0,0,0,,
primary,2026-06-03,lightgbm_qlike__B1,,40,63,0.14883956419306155,166292,,,,,,0,0,0,,
primary,2026-06-03,lightgbm_qlike__B2,,456,15,0.14631244648469185,166292,,,,,,0,0,0,,
primary,2026-06-03,log_ridge_harq__B0,100.0,,,0.15972560468417973,166292,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2026-06-03,log_ridge_harq__B1,10000.0,,,0.15991094285638044,166292,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2026-06-03,log_ridge_harq__B2,10000.0,,,0.15601903414442408,166292,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2026-06-04,lightgbm_qlike__B0,,152,63,0.14747976356201642,166682,,,,,,0,0,0,,
primary,2026-06-04,lightgbm_qlike__B1,,46,31,0.15093154926500935,166682,,,,,,0,0,0,,
primary,2026-06-04,lightgbm_qlike__B2,,174,31,0.14722416036617014,166682,,,,,,0,0,0,,
primary,2026-06-04,log_ridge_harq__B0,0.0001,,,0.16012182932514155,166682,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2026-06-04,log_ridge_harq__B1,0.0001,,,0.161047537953185,166682,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2026-06-04,log_ridge_harq__B2,10000.0,,,0.15742053186711688,166682,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2026-06-05,lightgbm_qlike__B0,,142,31,0.1448529248898441,167072,,,,,,0,0,0,,
primary,2026-06-05,lightgbm_qlike__B1,,43,63,0.1461652296015266,167072,,,,,,0,0,0,,
primary,2026-06-05,lightgbm_qlike__B2,,48,63,0.1437682841850379,167072,,,,,,0,0,0,,
primary,2026-06-05,log_ridge_harq__B0,100.0,,,0.15561740757306528,167072,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2026-06-05,log_ridge_harq__B1,0.0001,,,0.15718731376584796,167072,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2026-06-05,log_ridge_harq__B2,10000.0,,,0.15370925495727242,167072,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2026-06-08,lightgbm_qlike__B0,,33,63,0.20601616400949618,167462,,,,,,0,0,0,,
primary,2026-06-08,lightgbm_qlike__B1,,41,15,0.21196374655616435,167462,,,,,,0,0,0,,
primary,2026-06-08,lightgbm_qlike__B2,,31,63,0.2073593184041757,167462,,,,,,0,0,0,,
primary,2026-06-08,log_ridge_harq__B0,10000.0,,,0.21647692069936722,167462,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2026-06-08,log_ridge_harq__B1,10000.0,,,0.22245131332072657,167462,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2026-06-08,log_ridge_harq__B2,10000.0,,,0.22197216272633663,167462,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2026-06-09,lightgbm_qlike__B0,,33,63,0.22091180422625228,167852,,,,,,0,0,0,,
primary,2026-06-09,lightgbm_qlike__B1,,28,63,0.2276945793601885,167852,,,,,,0,0,0,,
primary,2026-06-09,lightgbm_qlike__B2,,30,63,0.22578101434478737,167852,,,,,,0,0,0,,
primary,2026-06-09,log_ridge_harq__B0,10000.0,,,0.23468678337516086,167852,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2026-06-09,log_ridge_harq__B1,10000.0,,,0.24263682119878305,167852,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2026-06-09,log_ridge_harq__B2,10000.0,,,0.2438762153698349,167852,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2026-06-10,lightgbm_qlike__B0,,45,63,0.23265620274478788,168242,,,,,,0,0,0,,
primary,2026-06-10,lightgbm_qlike__B1,,41,63,0.24064305460973268,168242,,,,,,0,0,0,,
primary,2026-06-10,lightgbm_qlike__B2,,39,63,0.23851091148654024,168242,,,,,,0,0,0,,
primary,2026-06-10,log_ridge_harq__B0,10000.0,,,0.24081162819863672,168242,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2026-06-10,log_ridge_harq__B1,10000.0,,,0.2491467193446119,168242,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2026-06-10,log_ridge_harq__B2,10000.0,,,0.25038486481039274,168242,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2026-06-11,lightgbm_qlike__B0,,45,63,0.20551026080857052,168632,,,,,,0,0,0,,
primary,2026-06-11,lightgbm_qlike__B1,,94,15,0.2112683830736203,168632,,,,,,0,0,0,,
primary,2026-06-11,lightgbm_qlike__B2,,95,15,0.2099047879553834,168632,,,,,,0,0,0,,
primary,2026-06-11,log_ridge_harq__B0,10000.0,,,0.2089386752217039,168632,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2026-06-11,log_ridge_harq__B1,10000.0,,,0.2148480541335326,168632,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2026-06-11,log_ridge_harq__B2,10000.0,,,0.2173495308369439,168632,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2026-06-12,lightgbm_qlike__B0,,47,63,0.24892748819563218,169022,,,,,,0,0,0,,
primary,2026-06-12,lightgbm_qlike__B1,,130,15,0.25627980806259437,169022,,,,,,0,0,0,,
primary,2026-06-12,lightgbm_qlike__B2,,95,15,0.2545517984092336,169022,,,,,,0,0,0,,
primary,2026-06-12,log_ridge_harq__B0,10000.0,,,0.24721943741296587,169022,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2026-06-12,log_ridge_harq__B1,10000.0,,,0.25224414741263335,169022,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2026-06-12,log_ridge_harq__B2,100.0,,,0.25162585542336924,169022,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2026-06-15,lightgbm_qlike__B0,,48,63,0.24194012978682755,169412,,,,,,0,0,0,,
primary,2026-06-15,lightgbm_qlike__B1,,125,15,0.24715447194120652,169412,,,,,,0,0,0,,
primary,2026-06-15,lightgbm_qlike__B2,,112,15,0.24646785617855738,169412,,,,,,0,0,0,,
primary,2026-06-15,log_ridge_harq__B0,10000.0,,,0.23690591675604358,169412,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2026-06-15,log_ridge_harq__B1,10000.0,,,0.23998764451180277,169412,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2026-06-15,log_ridge_harq__B2,10000.0,,,0.2405743890455315,169412,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2026-06-16,lightgbm_qlike__B0,,119,15,0.24199056234131738,169802,,,,,,0,0,0,,
primary,2026-06-16,lightgbm_qlike__B1,,150,15,0.24400134028258225,169802,,,,,,0,0,0,,
primary,2026-06-16,lightgbm_qlike__B2,,119,15,0.24567190530987135,169802,,,,,,0,0,0,,
primary,2026-06-16,log_ridge_harq__B0,10000.0,,,0.23797197865813674,169802,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2026-06-16,log_ridge_harq__B1,10000.0,,,0.2388239100827425,169802,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2026-06-16,log_ridge_harq__B2,100.0,,,0.23945609060061246,169802,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2026-06-17,lightgbm_qlike__B0,,72,31,0.2428762520320198,170192,,,,,,0,0,0,,
primary,2026-06-17,lightgbm_qlike__B1,,117,15,0.24548968309550329,170192,,,,,,0,0,0,,
primary,2026-06-17,lightgbm_qlike__B2,,126,15,0.24550750302537144,170192,,,,,,0,0,0,,
primary,2026-06-17,log_ridge_harq__B0,10000.0,,,0.2378431215357944,170192,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2026-06-17,log_ridge_harq__B1,10000.0,,,0.23881593434816004,170192,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2026-06-17,log_ridge_harq__B2,100.0,,,0.2395371512070838,170192,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2026-06-18,lightgbm_qlike__B0,,50,63,0.2667581446073267,170582,,,,,,0,0,0,,
primary,2026-06-18,lightgbm_qlike__B1,,95,15,0.2817167485372095,170582,,,,,,0,0,0,,
primary,2026-06-18,lightgbm_qlike__B2,,94,15,0.27970143611139126,170582,,,,,,0,0,0,,
primary,2026-06-18,log_ridge_harq__B0,10000.0,,,0.26828602017300696,170582,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2026-06-18,log_ridge_harq__B1,10000.0,,,0.2723238730125448,170582,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2026-06-18,log_ridge_harq__B2,10000.0,,,0.2727135916103253,170582,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2026-06-22,lightgbm_qlike__B0,,144,15,0.26780312224563146,170972,,,,,,0,0,0,,
primary,2026-06-22,lightgbm_qlike__B1,,92,15,0.28596255541609994,170972,,,,,,0,0,0,,
primary,2026-06-22,lightgbm_qlike__B2,,99,15,0.2835459847122849,170972,,,,,,0,0,0,,
primary,2026-06-22,log_ridge_harq__B0,10000.0,,,0.27297879961569194,170972,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2026-06-22,log_ridge_harq__B1,10000.0,,,0.2767546740148951,170972,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2026-06-22,log_ridge_harq__B2,10000.0,,,0.27727605717611314,170972,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2026-06-23,lightgbm_qlike__B0,,136,63,0.18407083334362578,171362,,,,,,0,0,0,,
primary,2026-06-23,lightgbm_qlike__B1,,178,63,0.20123752102806952,171362,,,,,,0,0,0,,
primary,2026-06-23,lightgbm_qlike__B2,,255,31,0.20010776208254324,171362,,,,,,0,0,0,,
primary,2026-06-23,log_ridge_harq__B0,10000.0,,,0.2048859762416329,171362,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2026-06-23,log_ridge_harq__B1,10000.0,,,0.20478698032238363,171362,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2026-06-23,log_ridge_harq__B2,10000.0,,,0.20275702514964813,171362,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2026-06-24,lightgbm_qlike__B0,,359,31,0.16538688672381124,171752,,,,,,0,0,0,,
primary,2026-06-24,lightgbm_qlike__B1,,126,63,0.18341383875293651,171752,,,,,,0,0,0,,
primary,2026-06-24,lightgbm_qlike__B2,,302,15,0.18272672552975894,171752,,,,,,0,0,0,,
primary,2026-06-24,log_ridge_harq__B0,1.0,,,0.18578047586877716,171752,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2026-06-24,log_ridge_harq__B1,1.0,,,0.18601054583615428,171752,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2026-06-24,log_ridge_harq__B2,100.0,,,0.182243578468121,171752,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2026-06-25,lightgbm_qlike__B0,,442,31,0.1554885338673234,172142,,,,,,0,0,0,,
primary,2026-06-25,lightgbm_qlike__B1,,201,15,0.1766470535701943,172142,,,,,,0,0,0,,
primary,2026-06-25,lightgbm_qlike__B2,,426,15,0.17106981449770414,172142,,,,,,0,0,0,,
primary,2026-06-25,log_ridge_harq__B0,1.0,,,0.1801029662075353,172142,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2026-06-25,log_ridge_harq__B1,1.0,,,0.17998258731935504,172142,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2026-06-25,log_ridge_harq__B2,100.0,,,0.17686875559024384,172142,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2026-06-26,lightgbm_qlike__B0,,870,31,0.15286968484693905,172532,,,,,,0,0,0,,
primary,2026-06-26,lightgbm_qlike__B1,,437,31,0.17563958476779282,172532,,,,,,0,0,0,,
primary,2026-06-26,lightgbm_qlike__B2,,789,31,0.1691556583008103,172532,,,,,,0,0,0,,
primary,2026-06-26,log_ridge_harq__B0,100.0,,,0.18086170593076265,172532,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2026-06-26,log_ridge_harq__B1,100.0,,,0.18058192086260086,172532,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2026-06-26,log_ridge_harq__B2,100.0,,,0.17717456109024732,172532,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2026-06-29,lightgbm_qlike__B0,,280,63,0.1264205150871593,172922,,,,,,0,0,0,,
primary,2026-06-29,lightgbm_qlike__B1,,179,15,0.14687462605925597,172922,,,,,,0,0,0,,
primary,2026-06-29,lightgbm_qlike__B2,,163,15,0.14483694984096634,172922,,,,,,0,0,0,,
primary,2026-06-29,log_ridge_harq__B0,100.0,,,0.149961360470712,172922,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2026-06-29,log_ridge_harq__B1,100.0,,,0.15160437196285104,172922,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2026-06-29,log_ridge_harq__B2,100.0,,,0.15095854086766283,172922,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2026-06-30,lightgbm_qlike__B0,,230,63,0.1260375622663802,173312,,,,,,0,0,0,,
primary,2026-06-30,lightgbm_qlike__B1,,69,63,0.14366826601013943,173312,,,,,,0,0,0,,
primary,2026-06-30,lightgbm_qlike__B2,,227,15,0.14123726261852776,173312,,,,,,0,0,0,,
primary,2026-06-30,log_ridge_harq__B0,100.0,,,0.14740790323023165,173312,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2026-06-30,log_ridge_harq__B1,100.0,,,0.14924605332391833,173312,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2026-06-30,log_ridge_harq__B2,100.0,,,0.14859596002838754,173312,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2026-07-01,lightgbm_qlike__B0,,182,31,0.12908849522348703,173702,,,,,,0,0,0,,
primary,2026-07-01,lightgbm_qlike__B1,,45,63,0.14648797330389135,173702,,,,,,0,0,0,,
primary,2026-07-01,lightgbm_qlike__B2,,63,63,0.14373476982910396,173702,,,,,,0,0,0,,
primary,2026-07-01,log_ridge_harq__B0,100.0,,,0.14817146231006603,173702,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2026-07-01,log_ridge_harq__B1,100.0,,,0.15127819937868855,173702,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2026-07-01,log_ridge_harq__B2,100.0,,,0.150482670020801,173702,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2026-07-02,lightgbm_qlike__B0,,151,63,0.12795293100765653,174092,,,,,,0,0,0,,
primary,2026-07-02,lightgbm_qlike__B1,,51,15,0.14845067202291712,174092,,,,,,0,0,0,,
primary,2026-07-02,lightgbm_qlike__B2,,258,15,0.1446147422899887,174092,,,,,,0,0,0,,
primary,2026-07-02,log_ridge_harq__B0,100.0,,,0.14853528977511643,174092,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2026-07-02,log_ridge_harq__B1,100.0,,,0.1514303308848282,174092,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2026-07-02,log_ridge_harq__B2,100.0,,,0.1507413724384133,174092,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2026-07-06,lightgbm_qlike__B0,,149,63,0.10987657768474901,174482,,,,,,0,0,0,,
primary,2026-07-06,lightgbm_qlike__B1,,180,63,0.11144980563901732,174482,,,,,,0,0,0,,
primary,2026-07-06,lightgbm_qlike__B2,,201,63,0.11105412630497771,174482,,,,,,0,0,0,,
primary,2026-07-06,log_ridge_harq__B0,100.0,,,0.1162054647844051,174482,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2026-07-06,log_ridge_harq__B1,100.0,,,0.11515788267846727,174482,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2026-07-06,log_ridge_harq__B2,100.0,,,0.11642428230738262,174482,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2026-07-07,lightgbm_qlike__B0,,208,31,0.10953604447973705,174872,,,,,,0,0,0,,
primary,2026-07-07,lightgbm_qlike__B1,,179,63,0.1109976647260866,174872,,,,,,0,0,0,,
primary,2026-07-07,lightgbm_qlike__B2,,254,31,0.11090736278248044,174872,,,,,,0,0,0,,
primary,2026-07-07,log_ridge_harq__B0,100.0,,,0.11573380398732835,174872,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2026-07-07,log_ridge_harq__B1,100.0,,,0.11462840100088587,174872,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
primary,2026-07-07,log_ridge_harq__B2,100.0,,,0.11570810739177181,174872,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,157,84
primary,2026-07-08,lightgbm_qlike__B0,,286,31,0.11791724520624602,175262,,,,,,0,0,0,,
primary,2026-07-08,lightgbm_qlike__B1,,251,31,0.11978632919786643,175262,,,,,,0,0,0,,
primary,2026-07-08,lightgbm_qlike__B2,,279,31,0.11905745562901897,175262,,,,,,0,0,0,,
primary,2026-07-08,log_ridge_harq__B0,100.0,,,0.12201845285334594,175262,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,30,5
primary,2026-07-08,log_ridge_harq__B1,100.0,,,0.12061357469338489,175262,390,8.341131979782795e-09,0.06694364761653859,0,0,,,,97,18
